z(m),CH2CH2,CH3CH3,CH4,CHCH,H2,N2
1.000000e-06,1.635539e-05,7.473509e-02,2.499542e-09,6.610198e-07,1.277523e-06,9.252466e-01
1.450000e-06,2.201370e-05,7.472874e-02,3.692268e-09,9.084440e-07,1.722376e-06,9.252466e-01
1.900000e-06,2.715248e-05,7.472296e-02,4.942403e-09,1.141834e-06,2.127719e-06,9.252466e-01
2.350000e-06,3.190581e-05,7.471761e-02,6.250879e-09,1.365151e-06,2.503798e-06,9.252466e-01
2.800000e-06,3.635619e-05,7.471259e-02,7.617123e-09,1.580751e-06,2.856908e-06,9.252466e-01
3.250000e-06,4.055919e-05,7.470784e-02,9.039995e-09,1.790170e-06,3.191281e-06,9.252466e-01
3.700000e-06,4.455461e-05,7.470332e-02,1.051815e-08,1.994483e-06,3.509943e-06,9.252466e-01
4.150000e-06,4.837226e-05,7.469900e-02,1.205019e-08,2.194475e-06,3.815157e-06,9.252466e-01
4.600000e-06,5.203524e-05,7.469484e-02,1.363477e-08,2.390744e-06,4.108677e-06,9.252466e-01
5.050000e-06,5.556194e-05,7.469084e-02,1.527057e-08,2.583757e-06,4.391896e-06,9.252466e-01
5.500000e-06,5.896729e-05,7.468697e-02,1.695636e-08,2.773890e-06,4.665946e-06,9.252466e-01
5.950000e-06,6.226367e-05,7.468322e-02,1.869099e-08,2.961448e-06,4.931763e-06,9.252466e-01
6.400000e-06,6.546146e-05,7.467957e-02,2.047340e-08,3.146689e-06,5.190133e-06,9.252466e-01
6.850000e-06,6.856950e-05,7.467603e-02,2.230256e-08,3.329826e-06,5.441725e-06,9.252466e-01
7.300000e-06,7.159538e-05,7.467257e-02,2.417755e-08,3.511043e-06,5.687113e-06,9.252466e-01
7.750000e-06,7.454568e-05,7.466920e-02,2.609749e-08,3.690500e-06,5.926794e-06,9.252466e-01
8.200000e-06,7.742618e-05,7.466591e-02,2.806159e-08,3.868335e-06,6.161206e-06,9.252466e-01
8.650000e-06,8.024197e-05,7.466268e-02,3.006907e-08,4.044670e-06,6.390731e-06,9.252466e-01
9.100000e-06,8.299754e-05,7.465953e-02,3.211924e-08,4.219613e-06,6.615712e-06,9.252466e-01
9.550000e-06,8.569693e-05,7.465643e-02,3.421143e-08,4.393260e-06,6.836451e-06,9.252466e-01
1.000000e-05,8.834374e-05,7.465339e-02,3.634504e-08,4.565697e-06,7.053223e-06,9.252466e-01
1.450000e-05,1.125108e-04,7.462554e-02,5.984905e-08,6.237757e-06,9.047344e-06,9.252466e-01
1.900000e-05,1.337184e-04,7.460092e-02,8.704589e-08,7.844837e-06,1.081850e-05,9.252466e-01
2.350000e-05,1.530098e-04,7.457840e-02,1.177182e-07,9.413894e-06,1.244585e-05,9.252466e-01
2.800000e-05,1.709738e-04,7.455733e-02,1.517641e-07,1.096156e-05,1.397429e-05,9.252466e-01
3.250000e-05,1.879828e-04,7.453729e-02,1.891547e-07,1.249950e-05,1.543238e-05,9.252466e-01
3.700000e-05,2.042904e-04,7.451799e-02,2.299119e-07,1.403660e-05,1.683973e-05,9.252466e-01
4.150000e-05,2.200792e-04,7.449925e-02,2.740951e-07,1.558004e-05,1.821056e-05,9.252466e-01
4.600000e-05,2.354864e-04,7.448089e-02,3.217932e-07,1.713585e-05,1.955567e-05,9.252466e-01
5.050000e-05,2.506185e-04,7.446281e-02,3.731192e-07,1.870930e-05,2.088350e-05,9.252466e-01
5.500000e-05,2.655600e-04,7.444490e-02,4.282071e-07,2.030511e-05,2.220087e-05,9.252466e-01
5.950000e-05,2.803801e-04,7.442708e-02,4.872089e-07,2.192753e-05,2.351339e-05,9.252466e-01
6.400000e-05,2.951359e-04,7.440930e-02,5.502931e-07,2.358053e-05,2.482576e-05,9.252466e-01
6.850000e-05,3.098755e-04,7.439149e-02,6.176431e-07,2.526777e-05,2.614201e-05,9.252466e-01
7.300000e-05,3.246400e-04,7.437360e-02,6.894565e-07,2.699273e-05,2.746561e-05,9.252466e-01
7.750000e-05,3.394644e-04,7.435560e-02,7.659434e-07,2.875867e-05,2.879957e-05,9.252466e-01
8.200000e-05,3.543793e-04,7.433745e-02,8.473267e-07,3.056871e-05,3.014654e-05,9.252466e-01
8.650000e-05,3.694110e-04,7.431911e-02,9.338405e-07,3.242579e-05,3.150888e-05,9.252466e-01
9.100000e-05,3.845827e-04,7.430056e-02,1.025730e-06,3.433273e-05,3.288865e-05,9.252466e-01
9.550000e-05,3.999144e-04,7.428177e-02,1.123251e-06,3.629219e-05,3.428770e-05,9.252466e-01
1.000000e-04,4.154235e-04,7.426273e-02,1.226668e-06,3.830671e-05,3.570766e-05,9.252466e-01
1.450000e-04,5.826405e-04,7.405488e-02,2.648716e-06,6.192781e-05,5.129250e-05,9.252466e-01
1.900000e-04,7.734536e-04,7.381272e-02,4.990360e-06,9.261334e-05,6.960915e-05,9.252466e-01
2.350000e-04,9.824390e-04,7.354218e-02,8.536440e-06,1.300377e-04,9.019951e-05,9.252466e-01
2.800000e-04,1.202824e-03,7.325158e-02,1.352519e-05,1.730754e-04,1.123876e-04,9.252466e-01
3.250000e-04,1.435639e-03,7.293922e-02,2.026664e-05,2.219977e-04,1.362701e-04,9.252466e-01
3.700000e-04,1.689501e-03,7.259244e-02,2.930771e-05,2.793189e-04,1.628212e-04,9.252466e-01
4.150000e-04,1.968024e-03,7.220480e-02,4.130214e-05,3.467457e-04,1.925237e-04,9.252466e-01
4.600000e-04,2.257490e-03,7.179517e-02,5.647928e-05,4.204685e-04,2.237875e-04,9.252466e-01
5.050000e-04,2.537132e-03,7.139512e-02,7.439831e-05,4.927827e-04,2.539551e-04,9.252466e-01
5.500000e-04,2.803344e-03,7.101183e-02,9.473568e-05,5.610969e-04,2.823861e-04,9.252466e-01
5.950000e-04,3.074968e-03,7.061564e-02,1.183466e-04,6.328993e-04,3.115405e-04,9.252466e-01
6.400000e-04,3.378399e-03,7.016166e-02,1.472764e-04,7.209024e-04,3.451551e-04,9.252466e-01
6.850000e-04,3.726241e-03,6.962610e-02,1.835917e-04,8.323345e-04,3.851251e-04,9.252466e-01
7.300000e-04,4.104982e-03,6.902926e-02,2.280446e-04,9.615453e-04,4.295574e-04,9.252466e-01
7.750000e-04,4.490515e-03,6.841183e-02,2.800419e-04,1.096167e-03,4.748415e-04,9.252466e-01
8.200000e-04,4.871795e-03,6.779366e-02,3.390356e-04,1.229692e-03,5.192105e-04,9.252466e-01
8.650000e-04,5.253527e-03,6.716546e-02,4.056689e-04,1.365282e-03,5.634520e-04,9.252466e-01
9.100000e-04,5.645264e-03,6.650679e-02,4.816259e-04,1.510407e-03,6.093030e-04,9.252466e-01
9.550000e-04,6.051116e-03,6.580698e-02,5.685309e-04,1.669172e-03,6.575925e-04,9.252466e-01
1.000000e-03,6.463518e-03,6.508062e-02,6.664481e-04,1.835906e-03,7.068950e-04,9.252466e-01
1.000000e-03,6.463518e-03,6.508062e-02,6.664481e-04,1.835906e-03,7.068950e-04,9.252466e-01
