t(s),Fructose-1,Inter-2,Inter-3,Inter-4,Inter-5,Inter-6,Inter-7,Inter-8,HMF-9,H2O,H-BA,LA-FA,2-FA,P1,P2,SP1,SP2
3.00000000e+02,1.44313263e-10,2.42744973e-14,3.01125826e-11,2.80611923e-14,1.20066719e-19,1.03282507e-17,2.41326147e-22,1.30007613e-09,5.28471844e-06,9.93491747e-01,3.26583718e-04,6.17638269e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
