t(s),Fructose-1,Inter-2,Inter-3,Inter-4,Inter-5,Inter-6,Inter-7,Inter-8,HMF-9,H2O,H-BA,LA-FA,2-FA,P1,P2,SP1,SP2
3.00000000e+02,1.39197860e-09,2.35450560e-13,2.63032857e-10,2.45114001e-13,1.04878059e-18,8.02552624e-17,1.87521524e-21,8.84823879e-09,3.56822642e-05,9.58244007e-01,1.76251427e-05,4.17027552e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
