t(s),cat,react1,react2,int1,int2,int3,prod,water
2.62500000e+06,1.99670512e-01,3.51798578e-08,3.27172340e-05,6.53642828e-05,5.93831657e-10,8.90415853e-04,7.99340955e-01,0.00000000e+00
2.62600000e+06,1.99671365e-01,3.51643334e-08,3.27029357e-05,6.53357172e-05,5.93312732e-10,8.87902115e-04,7.99342659e-01,0.00000000e+00
2.62700000e+06,1.99672214e-01,3.51488229e-08,3.26886499e-05,6.53071766e-05,5.92794488e-10,8.85395557e-04,7.99344359e-01,0.00000000e+00
2.62800000e+06,1.99673062e-01,3.51333265e-08,3.26743765e-05,6.52786609e-05,5.92276923e-10,8.82896159e-04,7.99346053e-01,0.00000000e+00
2.62900000e+06,1.99673907e-01,3.51178440e-08,3.26601156e-05,6.52501701e-05,5.91760035e-10,8.80403900e-04,7.99347743e-01,0.00000000e+00
2.63000000e+06,1.99674749e-01,3.51023754e-08,3.26458672e-05,6.52217042e-05,5.91243823e-10,8.77918759e-04,7.99349429e-01,0.00000000e+00
2.63100000e+06,1.99675590e-01,3.50869207e-08,3.26316312e-05,6.51932630e-05,5.90728287e-10,8.75440717e-04,7.99351109e-01,0.00000000e+00
2.63200000e+06,1.99676428e-01,3.50714799e-08,3.26174076e-05,6.51648467e-05,5.90213424e-10,8.72969752e-04,7.99352785e-01,0.00000000e+00
2.63300000e+06,1.99677263e-01,3.50560530e-08,3.26031963e-05,6.51364552e-05,5.89699235e-10,8.70505846e-04,7.99354456e-01,0.00000000e+00
2.63400000e+06,1.99678096e-01,3.50406399e-08,3.25889975e-05,6.51080883e-05,5.89185717e-10,8.68048976e-04,7.99356122e-01,0.00000000e+00
2.63500000e+06,1.99678927e-01,3.50252407e-08,3.25748110e-05,6.50797462e-05,5.88672869e-10,8.65599124e-04,7.99357784e-01,0.00000000e+00
2.63600000e+06,1.99679755e-01,3.50098552e-08,3.25606369e-05,6.50514287e-05,5.88160691e-10,8.63156269e-04,7.99359441e-01,0.00000000e+00
2.63700000e+06,1.99680582e-01,3.49944836e-08,3.25464751e-05,6.50231358e-05,5.87649180e-10,8.60720391e-04,7.99361093e-01,0.00000000e+00
2.63800000e+06,1.99681405e-01,3.49791257e-08,3.25323256e-05,6.49948675e-05,5.87138337e-10,8.58291470e-04,7.99362741e-01,0.00000000e+00
2.63900000e+06,1.99682227e-01,3.49637816e-08,3.25181884e-05,6.49666238e-05,5.86628160e-10,8.55869486e-04,7.99364384e-01,0.00000000e+00
2.64000000e+06,1.99683046e-01,3.49484513e-08,3.25040635e-05,6.49384047e-05,5.86118647e-10,8.53454420e-04,7.99366022e-01,0.00000000e+00
2.64100000e+06,1.99683863e-01,3.49331346e-08,3.24899509e-05,6.49102101e-05,5.85609798e-10,8.51046251e-04,7.99367656e-01,0.00000000e+00
2.64200000e+06,1.99684677e-01,3.49178317e-08,3.24758505e-05,6.48820399e-05,5.85101611e-10,8.48644960e-04,7.99369285e-01,0.00000000e+00
2.64300000e+06,1.99685489e-01,3.49025424e-08,3.24617623e-05,6.48538941e-05,5.84594085e-10,8.46250527e-04,7.99370909e-01,0.00000000e+00
2.64400000e+06,1.99686299e-01,3.48872668e-08,3.24476864e-05,6.48257728e-05,5.84087219e-10,8.43862933e-04,7.99372529e-01,0.00000000e+00
2.64500000e+06,1.99687107e-01,3.48720048e-08,3.24336226e-05,6.47976758e-05,5.83581012e-10,8.41482157e-04,7.99374144e-01,0.00000000e+00
2.64600000e+06,1.99687912e-01,3.48567564e-08,3.24195711e-05,6.47696032e-05,5.83075463e-10,8.39108180e-04,7.99375755e-01,0.00000000e+00
2.64700000e+06,1.99688715e-01,3.48415217e-08,3.24055317e-05,6.47415549e-05,5.82570571e-10,8.36740984e-04,7.99377361e-01,0.00000000e+00
2.64800000e+06,1.99689516e-01,3.48263005e-08,3.23915045e-05,6.47135309e-05,5.82066334e-10,8.34380547e-04,7.99378963e-01,0.00000000e+00
2.64900000e+06,1.99690315e-01,3.48110930e-08,3.23774894e-05,6.46855312e-05,5.81562752e-10,8.32026852e-04,7.99380560e-01,0.00000000e+00
2.65000000e+06,1.99691111e-01,3.47958989e-08,3.23634864e-05,6.46575556e-05,5.81059823e-10,8.29679878e-04,7.99382153e-01,0.00000000e+00
2.65100000e+06,1.99691905e-01,3.47807184e-08,3.23494955e-05,6.46296042e-05,5.80557546e-10,8.27339607e-04,7.99383741e-01,0.00000000e+00
2.65200000e+06,1.99692697e-01,3.47655514e-08,3.23355168e-05,6.46016770e-05,5.80055919e-10,8.25006020e-04,7.99385325e-01,0.00000000e+00
2.65300000e+06,1.99693487e-01,3.47503979e-08,3.23215501e-05,6.45737739e-05,5.79554943e-10,8.22679096e-04,7.99386904e-01,0.00000000e+00
2.65400000e+06,1.99694274e-01,3.47352578e-08,3.23075954e-05,6.45458950e-05,5.79054615e-10,8.20358817e-04,7.99388479e-01,0.00000000e+00
2.65500000e+06,1.99695059e-01,3.47201312e-08,3.22936528e-05,6.45180400e-05,5.78554936e-10,8.18045165e-04,7.99390049e-01,0.00000000e+00
2.65600000e+06,1.99695842e-01,3.47050181e-08,3.22797223e-05,6.44902092e-05,5.78055902e-10,8.15738119e-04,7.99391615e-01,0.00000000e+00
2.65700000e+06,1.99696623e-01,3.46899184e-08,3.22658037e-05,6.44624023e-05,5.77557514e-10,8.13437662e-04,7.99393176e-01,0.00000000e+00
2.65800000e+06,1.99697401e-01,3.46748320e-08,3.22518972e-05,6.44346193e-05,5.77059770e-10,8.11143774e-04,7.99394733e-01,0.00000000e+00
2.65900000e+06,1.99698178e-01,3.46597590e-08,3.22380026e-05,6.44068603e-05,5.76562669e-10,8.08856436e-04,7.99396286e-01,0.00000000e+00
2.66000000e+06,1.99698952e-01,3.46446994e-08,3.22241200e-05,6.43791252e-05,5.76066211e-10,8.06575630e-04,7.99397834e-01,0.00000000e+00
2.66100000e+06,1.99699724e-01,3.46296532e-08,3.22102493e-05,6.43514140e-05,5.75570393e-10,8.04301336e-04,7.99399378e-01,0.00000000e+00
2.66200000e+06,1.99700494e-01,3.46146203e-08,3.21963906e-05,6.43237266e-05,5.75075215e-10,8.02033538e-04,7.99400918e-01,0.00000000e+00
2.66300000e+06,1.99701261e-01,3.45996006e-08,3.21825438e-05,6.42960631e-05,5.74580676e-10,7.99772214e-04,7.99402453e-01,0.00000000e+00
2.66400000e+06,1.99702027e-01,3.45845943e-08,3.21687089e-05,6.42684233e-05,5.74086774e-10,7.97517348e-04,7.99403984e-01,0.00000000e+00
2.66500000e+06,1.99702790e-01,3.45696013e-08,3.21548859e-05,6.42408073e-05,5.73593509e-10,7.95268921e-04,7.99405511e-01,0.00000000e+00
2.66600000e+06,1.99703551e-01,3.45546215e-08,3.21410748e-05,6.42132151e-05,5.73100880e-10,7.93026914e-04,7.99407033e-01,0.00000000e+00
2.66700000e+06,1.99704310e-01,3.45396549e-08,3.21272755e-05,6.41856465e-05,5.72608885e-10,7.90791309e-04,7.99408551e-01,0.00000000e+00
2.66800000e+06,1.99705067e-01,3.45247015e-08,3.21134881e-05,6.41581015e-05,5.72117523e-10,7.88562087e-04,7.99410065e-01,0.00000000e+00
2.66900000e+06,1.99705822e-01,3.45097614e-08,3.20997125e-05,6.41305802e-05,5.71626793e-10,7.86339230e-04,7.99411574e-01,0.00000000e+00
2.67000000e+06,1.99706574e-01,3.44948344e-08,3.20859487e-05,6.41030825e-05,5.71136694e-10,7.84122721e-04,7.99413079e-01,0.00000000e+00
2.67100000e+06,1.99707325e-01,3.44799206e-08,3.20721967e-05,6.40756083e-05,5.70647226e-10,7.81912540e-04,7.99414580e-01,0.00000000e+00
2.67200000e+06,1.99708073e-01,3.44650199e-08,3.20584565e-05,6.40481577e-05,5.70158386e-10,7.79708670e-04,7.99416077e-01,0.00000000e+00
2.67300000e+06,1.99708819e-01,3.44501323e-08,3.20447281e-05,6.40207307e-05,5.69670174e-10,7.77511092e-04,7.99417569e-01,0.00000000e+00
2.67400000e+06,1.99709563e-01,3.44352579e-08,3.20310114e-05,6.39933271e-05,5.69182589e-10,7.75319789e-04,7.99419058e-01,0.00000000e+00
2.67500000e+06,1.99710305e-01,3.44203966e-08,3.20173064e-05,6.39659469e-05,5.68695630e-10,7.73134743e-04,7.99420542e-01,0.00000000e+00
2.67600000e+06,1.99711045e-01,3.44055483e-08,3.20036132e-05,6.39385901e-05,5.68209295e-10,7.70955935e-04,7.99422022e-01,0.00000000e+00
2.67700000e+06,1.99711783e-01,3.43907130e-08,3.19899317e-05,6.39112568e-05,5.67723584e-10,7.68783348e-04,7.99423498e-01,0.00000000e+00
2.67800000e+06,1.99712519e-01,3.43758908e-08,3.19762619e-05,6.38839468e-05,5.67238495e-10,7.66616964e-04,7.99424969e-01,0.00000000e+00
2.67900000e+06,1.99713253e-01,3.43610817e-08,3.19626037e-05,6.38566601e-05,5.66754028e-10,7.64456766e-04,7.99426437e-01,0.00000000e+00
2.68000000e+06,1.99713984e-01,3.43462855e-08,3.19489573e-05,6.38293967e-05,5.66270181e-10,7.62302735e-04,7.99427900e-01,0.00000000e+00
2.68100000e+06,1.99714714e-01,3.43315023e-08,3.19353224e-05,6.38021566e-05,5.65786954e-10,7.60154854e-04,7.99429359e-01,0.00000000e+00
2.68200000e+06,1.99715441e-01,3.43167321e-08,3.19216992e-05,6.37749398e-05,5.65304345e-10,7.58013105e-04,7.99430814e-01,0.00000000e+00
2.68300000e+06,1.99716167e-01,3.43019749e-08,3.19080876e-05,6.37477461e-05,5.64822353e-10,7.55877470e-04,7.99432265e-01,0.00000000e+00
2.68400000e+06,1.99716890e-01,3.42872306e-08,3.18944876e-05,6.37205757e-05,5.64340977e-10,7.53747933e-04,7.99433712e-01,0.00000000e+00
2.68500000e+06,1.99717612e-01,3.42724991e-08,3.18808992e-05,6.36934284e-05,5.63860217e-10,7.51624476e-04,7.99435155e-01,0.00000000e+00
2.68600000e+06,1.99718331e-01,3.42577806e-08,3.18673224e-05,6.36663042e-05,5.63380070e-10,7.49507081e-04,7.99436594e-01,0.00000000e+00
2.68700000e+06,1.99719048e-01,3.42430749e-08,3.18537572e-05,6.36392031e-05,5.62900536e-10,7.47395731e-04,7.99438028e-01,0.00000000e+00
2.68800000e+06,1.99719764e-01,3.42283822e-08,3.18402034e-05,6.36121250e-05,5.62421615e-10,7.45290408e-04,7.99439459e-01,0.00000000e+00
2.68900000e+06,1.99720477e-01,3.42137022e-08,3.18266613e-05,6.35850700e-05,5.61943304e-10,7.43191096e-04,7.99440886e-01,0.00000000e+00
2.69000000e+06,1.99721188e-01,3.41990351e-08,3.18131306e-05,6.35580380e-05,5.61465603e-10,7.41097777e-04,7.99442308e-01,0.00000000e+00
2.69100000e+06,1.99721898e-01,3.41843808e-08,3.17996114e-05,6.35310290e-05,5.60988511e-10,7.39010434e-04,7.99443727e-01,0.00000000e+00
2.69200000e+06,1.99722605e-01,3.41697393e-08,3.17861037e-05,6.35040429e-05,5.60512028e-10,7.36929050e-04,7.99445141e-01,0.00000000e+00
2.69300000e+06,1.99723310e-01,3.41551105e-08,3.17726075e-05,6.34770797e-05,5.60036150e-10,7.34853607e-04,7.99446552e-01,0.00000000e+00
2.69400000e+06,1.99724013e-01,3.41404945e-08,3.17591227e-05,6.34501394e-05,5.59560878e-10,7.32784090e-04,7.99447959e-01,0.00000000e+00
2.69500000e+06,1.99724715e-01,3.41258913e-08,3.17456494e-05,6.34232219e-05,5.59086211e-10,7.30720480e-04,7.99449361e-01,0.00000000e+00
2.69600000e+06,1.99725414e-01,3.41113008e-08,3.17321875e-05,6.33963273e-05,5.58612148e-10,7.28662761e-04,7.99450760e-01,0.00000000e+00
2.69700000e+06,1.99726112e-01,3.40967229e-08,3.17187370e-05,6.33694555e-05,5.58138688e-10,7.26610916e-04,7.99452155e-01,0.00000000e+00
2.69800000e+06,1.99726807e-01,3.40821578e-08,3.17052979e-05,6.33426065e-05,5.57665829e-10,7.24564929e-04,7.99453546e-01,0.00000000e+00
2.69900000e+06,1.99727500e-01,3.40676054e-08,3.16918702e-05,6.33157802e-05,5.57193571e-10,7.22524782e-04,7.99454933e-01,0.00000000e+00
2.70000000e+06,1.99728192e-01,3.40530656e-08,3.16784539e-05,6.32889766e-05,5.56721913e-10,7.20490458e-04,7.99456316e-01,0.00000000e+00
2.70100000e+06,1.99728881e-01,3.40385384e-08,3.16650489e-05,6.32621958e-05,5.56250853e-10,7.18461942e-04,7.99457695e-01,0.00000000e+00
2.70200000e+06,1.99729569e-01,3.40240239e-08,3.16516553e-05,6.32354375e-05,5.55780391e-10,7.16439216e-04,7.99459070e-01,0.00000000e+00
2.70300000e+06,1.99730255e-01,3.40095219e-08,3.16382730e-05,6.32087019e-05,5.55310525e-10,7.14422264e-04,7.99460442e-01,0.00000000e+00
2.70400000e+06,1.99730939e-01,3.39950326e-08,3.16249020e-05,6.31819888e-05,5.54841255e-10,7.12411069e-04,7.99461809e-01,0.00000000e+00
2.70500000e+06,1.99731620e-01,3.39805558e-08,3.16115423e-05,6.31552984e-05,5.54372579e-10,7.10405615e-04,7.99463173e-01,0.00000000e+00
2.70600000e+06,1.99732300e-01,3.39660916e-08,3.15981938e-05,6.31286305e-05,5.53904498e-10,7.08405885e-04,7.99464533e-01,0.00000000e+00
2.70700000e+06,1.99732978e-01,3.39516399e-08,3.15848567e-05,6.31019851e-05,5.53437008e-10,7.06411863e-04,7.99465889e-01,0.00000000e+00
2.70800000e+06,1.99733654e-01,3.39372007e-08,3.15715308e-05,6.30753622e-05,5.52970111e-10,7.04423533e-04,7.99467241e-01,0.00000000e+00
2.70900000e+06,1.99734329e-01,3.39227740e-08,3.15582161e-05,6.30487617e-05,5.52503804e-10,7.02440878e-04,7.99468589e-01,0.00000000e+00
2.71000000e+06,1.99735001e-01,3.39083598e-08,3.15449127e-05,6.30221837e-05,5.52038086e-10,7.00463882e-04,7.99469934e-01,0.00000000e+00
2.71100000e+06,1.99735671e-01,3.38939581e-08,3.15316204e-05,6.29956280e-05,5.51572957e-10,6.98492529e-04,7.99471275e-01,0.00000000e+00
2.71200000e+06,1.99736340e-01,3.38795688e-08,3.15183394e-05,6.29690947e-05,5.51108415e-10,6.96526803e-04,7.99472612e-01,0.00000000e+00
2.71300000e+06,1.99737006e-01,3.38651920e-08,3.15050696e-05,6.29425838e-05,5.50644461e-10,6.94566687e-04,7.99473945e-01,0.00000000e+00
2.71400000e+06,1.99737671e-01,3.38508276e-08,3.14918109e-05,6.29160952e-05,5.50181091e-10,6.92612166e-04,7.99475275e-01,0.00000000e+00
2.71500000e+06,1.99738334e-01,3.38364756e-08,3.14785634e-05,6.28896288e-05,5.49718307e-10,6.90663223e-04,7.99476600e-01,0.00000000e+00
2.71600000e+06,1.99738995e-01,3.38221360e-08,3.14653270e-05,6.28631848e-05,5.49256106e-10,6.88719843e-04,7.99477922e-01,0.00000000e+00
2.71700000e+06,1.99739654e-01,3.38078087e-08,3.14521017e-05,6.28367629e-05,5.48794488e-10,6.86782010e-04,7.99479241e-01,0.00000000e+00
2.71800000e+06,1.99740311e-01,3.37934938e-08,3.14388876e-05,6.28103633e-05,5.48333451e-10,6.84849707e-04,7.99480555e-01,0.00000000e+00
2.71900000e+06,1.99740967e-01,3.37791912e-08,3.14256845e-05,6.27839858e-05,5.47872996e-10,6.82922919e-04,7.99481866e-01,0.00000000e+00
2.72000000e+06,1.99741621e-01,3.37649010e-08,3.14124926e-05,6.27576305e-05,5.47413120e-10,6.81001630e-04,7.99483174e-01,0.00000000e+00
2.72100000e+06,1.99742272e-01,3.37506230e-08,3.13993117e-05,6.27312972e-05,5.46953822e-10,6.79085825e-04,7.99484477e-01,0.00000000e+00
2.72200000e+06,1.99742922e-01,3.37363574e-08,3.13861419e-05,6.27049861e-05,5.46495103e-10,6.77175487e-04,7.99485777e-01,0.00000000e+00
2.72300000e+06,1.99743570e-01,3.37221040e-08,3.13729831e-05,6.26786970e-05,5.46036960e-10,6.75270601e-04,7.99487073e-01,0.00000000e+00
2.72400000e+06,1.99744217e-01,3.37078629e-08,3.13598353e-05,6.26524300e-05,5.45579393e-10,6.73371151e-04,7.99488366e-01,0.00000000e+00
2.72500000e+06,1.99744861e-01,3.36936340e-08,3.13466986e-05,6.26261850e-05,5.45122401e-10,6.71477122e-04,7.99489655e-01,0.00000000e+00
2.72600000e+06,1.99745504e-01,3.36794173e-08,3.13335728e-05,6.25999619e-05,5.44665983e-10,6.69588499e-04,7.99490940e-01,0.00000000e+00
2.72700000e+06,1.99746145e-01,3.36652128e-08,3.13204581e-05,6.25737608e-05,5.44210138e-10,6.67705265e-04,7.99492222e-01,0.00000000e+00
2.72800000e+06,1.99746784e-01,3.36510206e-08,3.13073543e-05,6.25475817e-05,5.43754865e-10,6.65827405e-04,7.99493500e-01,0.00000000e+00
2.72900000e+06,1.99747421e-01,3.36368405e-08,3.12942615e-05,6.25214244e-05,5.43300164e-10,6.63954905e-04,7.99494775e-01,0.00000000e+00
2.73000000e+06,1.99748056e-01,3.36226725e-08,3.12811796e-05,6.24952890e-05,5.42846031e-10,6.62087748e-04,7.99496045e-01,0.00000000e+00
2.73100000e+06,1.99748690e-01,3.36085167e-08,3.12681086e-05,6.24691754e-05,5.42392469e-10,6.60225920e-04,7.99497313e-01,0.00000000e+00
2.73200000e+06,1.99749322e-01,3.35943730e-08,3.12550486e-05,6.24430836e-05,5.41939474e-10,6.58369404e-04,7.99498577e-01,0.00000000e+00
2.73300000e+06,1.99749952e-01,3.35802414e-08,3.12419995e-05,6.24170137e-05,5.41487047e-10,6.56518187e-04,7.99499837e-01,0.00000000e+00
2.73400000e+06,1.99750580e-01,3.35661220e-08,3.12289613e-05,6.23909654e-05,5.41035186e-10,6.54672252e-04,7.99501094e-01,0.00000000e+00
2.73500000e+06,1.99751207e-01,3.35520146e-08,3.12159339e-05,6.23649390e-05,5.40583890e-10,6.52831584e-04,7.99502347e-01,0.00000000e+00
2.73600000e+06,1.99751832e-01,3.35379192e-08,3.12029174e-05,6.23389342e-05,5.40133159e-10,6.50996170e-04,7.99503596e-01,0.00000000e+00
2.73700000e+06,1.99752455e-01,3.35238359e-08,3.11899118e-05,6.23129511e-05,5.39682991e-10,6.49165992e-04,7.99504842e-01,0.00000000e+00
2.73800000e+06,1.99753076e-01,3.35097647e-08,3.11769170e-05,6.22869897e-05,5.39233386e-10,6.47341037e-04,7.99506085e-01,0.00000000e+00
2.73900000e+06,1.99753696e-01,3.34957054e-08,3.11639330e-05,6.22610499e-05,5.38784343e-10,6.45521289e-04,7.99507324e-01,0.00000000e+00
2.74000000e+06,1.99754313e-01,3.34816582e-08,3.11509598e-05,6.22351316e-05,5.38335860e-10,6.43706734e-04,7.99508560e-01,0.00000000e+00
2.74100000e+06,1.99754930e-01,3.34676229e-08,3.11379975e-05,6.22092349e-05,5.37887937e-10,6.41897357e-04,7.99509792e-01,0.00000000e+00
2.74200000e+06,1.99755544e-01,3.34535996e-08,3.11250459e-05,6.21833598e-05,5.37440572e-10,6.40093143e-04,7.99511021e-01,0.00000000e+00
2.74300000e+06,1.99756156e-01,3.34395882e-08,3.11121051e-05,6.21575062e-05,5.36993766e-10,6.38294076e-04,7.99512246e-01,0.00000000e+00
2.74400000e+06,1.99756767e-01,3.34255888e-08,3.10991750e-05,6.21316741e-05,5.36547516e-10,6.36500143e-04,7.99513468e-01,0.00000000e+00
2.74500000e+06,1.99757377e-01,3.34116013e-08,3.10862557e-05,6.21058634e-05,5.36101823e-10,6.34711329e-04,7.99514686e-01,0.00000000e+00
2.74600000e+06,1.99757984e-01,3.33976257e-08,3.10733471e-05,6.20800742e-05,5.35656684e-10,6.32927618e-04,7.99515901e-01,0.00000000e+00
2.74700000e+06,1.99758590e-01,3.33836620e-08,3.10604492e-05,6.20543064e-05,5.35212100e-10,6.31148997e-04,7.99517113e-01,0.00000000e+00
2.74800000e+06,1.99759194e-01,3.33697102e-08,3.10475621e-05,6.20285600e-05,5.34768069e-10,6.29375451e-04,7.99518321e-01,0.00000000e+00
2.74900000e+06,1.99759796e-01,3.33557702e-08,3.10346856e-05,6.20028349e-05,5.34324590e-10,6.27606965e-04,7.99519526e-01,0.00000000e+00
2.75000000e+06,1.99760397e-01,3.33418420e-08,3.10218198e-05,6.19771311e-05,5.33881663e-10,6.25843525e-04,7.99520727e-01,0.00000000e+00
2.75100000e+06,1.99760996e-01,3.33279257e-08,3.10089646e-05,6.19514487e-05,5.33439286e-10,6.24085116e-04,7.99521925e-01,0.00000000e+00
2.75200000e+06,1.99761593e-01,3.33140212e-08,3.09961201e-05,6.19257875e-05,5.32997459e-10,6.22331724e-04,7.99523120e-01,0.00000000e+00
2.75300000e+06,1.99762189e-01,3.33001284e-08,3.09832863e-05,6.19001476e-05,5.32556181e-10,6.20583335e-04,7.99524311e-01,0.00000000e+00
2.75400000e+06,1.99762783e-01,3.32862475e-08,3.09704630e-05,6.18745289e-05,5.32115450e-10,6.18839934e-04,7.99525499e-01,0.00000000e+00
2.75500000e+06,1.99763375e-01,3.32723783e-08,3.09576504e-05,6.18489314e-05,5.31675266e-10,6.17101506e-04,7.99526683e-01,0.00000000e+00
2.75600000e+06,1.99763966e-01,3.32585209e-08,3.09448484e-05,6.18233550e-05,5.31235628e-10,6.15368039e-04,7.99527865e-01,0.00000000e+00
2.75700000e+06,1.99764555e-01,3.32446752e-08,3.09320569e-05,6.17977999e-05,5.30796536e-10,6.13639517e-04,7.99529043e-01,0.00000000e+00
2.75800000e+06,1.99765142e-01,3.32308413e-08,3.09192761e-05,6.17722659e-05,5.30357988e-10,6.11915926e-04,7.99530217e-01,0.00000000e+00
2.75900000e+06,1.99765727e-01,3.32170190e-08,3.09065058e-05,6.17467529e-05,5.29919982e-10,6.10197253e-04,7.99531388e-01,0.00000000e+00
2.76000000e+06,1.99766311e-01,3.32032084e-08,3.08937460e-05,6.17212609e-05,5.29482519e-10,6.08483483e-04,7.99532556e-01,0.00000000e+00
2.76100000e+06,1.99766894e-01,3.31894095e-08,3.08809967e-05,6.16957900e-05,5.29045597e-10,6.06774601e-04,7.99533721e-01,0.00000000e+00
2.76200000e+06,1.99767475e-01,3.31756222e-08,3.08682580e-05,6.16703402e-05,5.28609216e-10,6.05070595e-04,7.99534883e-01,0.00000000e+00
2.76300000e+06,1.99768054e-01,3.31618466e-08,3.08555298e-05,6.16449113e-05,5.28173375e-10,6.03371450e-04,7.99536041e-01,0.00000000e+00
2.76400000e+06,1.99768631e-01,3.31480826e-08,3.08428121e-05,6.16195034e-05,5.27738073e-10,6.01677153e-04,7.99537196e-01,0.00000000e+00
2.76500000e+06,1.99769207e-01,3.31343302e-08,3.08301048e-05,6.15941164e-05,5.27303308e-10,5.99987688e-04,7.99538348e-01,0.00000000e+00
2.76600000e+06,1.99769781e-01,3.31205894e-08,3.08174081e-05,6.15687503e-05,5.26869081e-10,5.98303044e-04,7.99539496e-01,0.00000000e+00
2.76700000e+06,1.99770354e-01,3.31068602e-08,3.08047217e-05,6.15434051e-05,5.26435389e-10,5.96623205e-04,7.99540641e-01,0.00000000e+00
2.76800000e+06,1.99770925e-01,3.30931426e-08,3.07920459e-05,6.15180809e-05,5.26002234e-10,5.94948157e-04,7.99541783e-01,0.00000000e+00
2.76900000e+06,1.99771494e-01,3.30794365e-08,3.07793804e-05,6.14927773e-05,5.25569612e-10,5.93277889e-04,7.99542922e-01,0.00000000e+00
2.77000000e+06,1.99772062e-01,3.30657419e-08,3.07667254e-05,6.14674946e-05,5.25137523e-10,5.91612384e-04,7.99544058e-01,0.00000000e+00
2.77100000e+06,1.99772628e-01,3.30520589e-08,3.07540807e-05,6.14422327e-05,5.24705968e-10,5.89951631e-04,7.99545190e-01,0.00000000e+00
2.77200000e+06,1.99773193e-01,3.30383873e-08,3.07414465e-05,6.14169915e-05,5.24274944e-10,5.88295615e-04,7.99546320e-01,0.00000000e+00
2.77300000e+06,1.99773756e-01,3.30247273e-08,3.07288226e-05,6.13917711e-05,5.23844451e-10,5.86644322e-04,7.99547446e-01,0.00000000e+00
2.77400000e+06,1.99774317e-01,3.30110787e-08,3.07162091e-05,6.13665714e-05,5.23414488e-10,5.84997740e-04,7.99548569e-01,0.00000000e+00
2.77500000e+06,1.99774877e-01,3.29974416e-08,3.07036059e-05,6.13413924e-05,5.22985054e-10,5.83355855e-04,7.99549689e-01,0.00000000e+00
2.77600000e+06,1.99775436e-01,3.29838160e-08,3.06910131e-05,6.13162340e-05,5.22556149e-10,5.81718653e-04,7.99550805e-01,0.00000000e+00
2.77700000e+06,1.99775992e-01,3.29702017e-08,3.06784306e-05,6.12910962e-05,5.22127770e-10,5.80086121e-04,7.99551919e-01,0.00000000e+00
2.77800000e+06,1.99776548e-01,3.29565989e-08,3.06658584e-05,6.12659791e-05,5.21699919e-10,5.78458245e-04,7.99553029e-01,0.00000000e+00
2.77900000e+06,1.99777101e-01,3.29430075e-08,3.06532965e-05,6.12408825e-05,5.21272593e-10,5.76835012e-04,7.99554136e-01,0.00000000e+00
2.78000000e+06,1.99777653e-01,3.29294275e-08,3.06407449e-05,6.12158065e-05,5.20845792e-10,5.75216410e-04,7.99555241e-01,0.00000000e+00
2.78100000e+06,1.99778204e-01,3.29158588e-08,3.06282036e-05,6.11907510e-05,5.20419515e-10,5.73602424e-04,7.99556342e-01,0.00000000e+00
2.78200000e+06,1.99778753e-01,3.29023015e-08,3.06156725e-05,6.11657159e-05,5.19993761e-10,5.71993041e-04,7.99557440e-01,0.00000000e+00
2.78300000e+06,1.99779300e-01,3.28887556e-08,3.06031517e-05,6.11407014e-05,5.19568529e-10,5.70388249e-04,7.99558535e-01,0.00000000e+00
2.78400000e+06,1.99779846e-01,3.28752209e-08,3.05906411e-05,6.11157073e-05,5.19143818e-10,5.68788033e-04,7.99559626e-01,0.00000000e+00
2.78500000e+06,1.99780390e-01,3.28616976e-08,3.05781408e-05,6.10907337e-05,5.18719628e-10,5.67192382e-04,7.99560715e-01,0.00000000e+00
2.78600000e+06,1.99780933e-01,3.28481856e-08,3.05656507e-05,6.10657804e-05,5.18295958e-10,5.65601281e-04,7.99561801e-01,0.00000000e+00
2.78700000e+06,1.99781475e-01,3.28346849e-08,3.05531707e-05,6.10408476e-05,5.17872807e-10,5.64014719e-04,7.99562883e-01,0.00000000e+00
2.78800000e+06,1.99782014e-01,3.28211954e-08,3.05407010e-05,6.10159350e-05,5.17450173e-10,5.62432681e-04,7.99563963e-01,0.00000000e+00
2.78900000e+06,1.99782553e-01,3.28077173e-08,3.05282414e-05,6.09910429e-05,5.17028057e-10,5.60855156e-04,7.99565040e-01,0.00000000e+00
2.79000000e+06,1.99783089e-01,3.27942503e-08,3.05157920e-05,6.09661710e-05,5.16606457e-10,5.59282129e-04,7.99566113e-01,0.00000000e+00
2.79100000e+06,1.99783625e-01,3.27807945e-08,3.05033527e-05,6.09413193e-05,5.16185373e-10,5.57713589e-04,7.99567184e-01,0.00000000e+00
2.79200000e+06,1.99784158e-01,3.27673500e-08,3.04909236e-05,6.09164880e-05,5.15764803e-10,5.56149521e-04,7.99568251e-01,0.00000000e+00
2.79300000e+06,1.99784691e-01,3.27539167e-08,3.04785046e-05,6.08916768e-05,5.15344746e-10,5.54589915e-04,7.99569316e-01,0.00000000e+00
2.79400000e+06,1.99785222e-01,3.27404945e-08,3.04660957e-05,6.08668859e-05,5.14925203e-10,5.53034756e-04,7.99570378e-01,0.00000000e+00
2.79500000e+06,1.99785751e-01,3.27270836e-08,3.04536969e-05,6.08421151e-05,5.14506172e-10,5.51484032e-04,7.99571436e-01,0.00000000e+00
2.79600000e+06,1.99786279e-01,3.27136837e-08,3.04413082e-05,6.08173645e-05,5.14087653e-10,5.49937730e-04,7.99572492e-01,0.00000000e+00
