t(s),Temperature,Pressure,Density,Mass,Volume,IntEnergy,mdot_in,mdot_out,mdot_surf,mdot
1.04000000e+05,2.98000000e+02,1.34235384e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.02909895e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.05000000e+05,2.98000000e+02,1.34093157e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.02800858e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.06000000e+05,2.98000000e+02,1.33950932e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.02691823e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.07000000e+05,2.98000000e+02,1.33808711e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.02582792e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.08000000e+05,2.98000000e+02,1.33666494e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.02473762e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.09000000e+05,2.98000000e+02,1.33524280e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.02364736e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.10000000e+05,2.98000000e+02,1.33382070e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.02255712e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.11000000e+05,2.98000000e+02,1.33239863e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.02146691e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.12000000e+05,2.98000000e+02,1.33097660e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.02037673e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.13000000e+05,2.98000000e+02,1.32955460e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.01928657e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.14000000e+05,2.98000000e+02,1.32813265e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.01819645e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.15000000e+05,2.98000000e+02,1.32671073e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.01710635e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.16000000e+05,2.98000000e+02,1.32528885e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.01601628e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.17000000e+05,2.98000000e+02,1.32386700e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.01492624e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.18000000e+05,2.98000000e+02,1.32244520e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.01383624e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.19000000e+05,2.98000000e+02,1.32102343e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.01274626e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.20000000e+05,2.98000000e+02,1.31960171e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.01165631e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.21000000e+05,2.98000000e+02,1.31818003e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.01056639e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.22000000e+05,2.98000000e+02,1.31675838e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.00947651e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.23000000e+05,2.98000000e+02,1.31533678e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.00838666e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.24000000e+05,2.98000000e+02,1.31391522e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.00729684e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.25000000e+05,2.98000000e+02,1.31249371e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.00620705e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.26000000e+05,2.98000000e+02,1.31107223e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.00511729e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.27000000e+05,2.98000000e+02,1.30965080e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.00402757e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.28000000e+05,2.98000000e+02,1.30822941e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.00293788e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.29000000e+05,2.98000000e+02,1.30680807e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.00184823e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.30000000e+05,2.98000000e+02,1.30538677e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-1.00075861e+050.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.31000000e+05,2.98000000e+02,1.30396552e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-9.99669020e+040.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.32000000e+05,2.98000000e+02,1.30254432e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-9.98579471e+040.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.33000000e+05,2.98000000e+02,1.30112316e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-9.97489957e+040.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.34000000e+05,2.98000000e+02,1.29970205e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-9.96400479e+040.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
1.35000000e+05,2.98000000e+02,1.29828098e+06,1.30439725e+01,1.30439725e-05,1.00000000e-06,-9.95311039e+040.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,
