t(s),cat,react1,react2,int1,int2,int3,prod,water
1.49700000e+06,3.24864572e-01,1.21492115e-07,1.08937193e-04,1.08815839e-04,1.30035663e-09,1.25398557e-02,6.62377696e-01,0.00000000e+00
1.49800000e+06,3.24888910e-01,1.21369612e-07,1.08839397e-04,1.08718165e-04,1.29806971e-09,1.25034955e-02,6.62389914e-01,0.00000000e+00
1.49900000e+06,3.24913177e-01,1.21247374e-07,1.08741780e-04,1.08620671e-04,1.29578888e-09,1.24672420e-02,6.62402096e-01,0.00000000e+00
1.50000000e+06,3.24937372e-01,1.21125402e-07,1.08644343e-04,1.08523356e-04,1.29351410e-09,1.24310951e-02,6.62414243e-01,0.00000000e+00
1.50100000e+06,3.24961496e-01,1.21003694e-07,1.08547085e-04,1.08426219e-04,1.29124536e-09,1.23950544e-02,6.62426354e-01,0.00000000e+00
1.50200000e+06,3.24985550e-01,1.20882250e-07,1.08450005e-04,1.08329261e-04,1.28898264e-09,1.23591196e-02,6.62438429e-01,0.00000000e+00
1.50300000e+06,3.25009533e-01,1.20761068e-07,1.08353104e-04,1.08232480e-04,1.28672591e-09,1.23232903e-02,6.62450469e-01,0.00000000e+00
1.50400000e+06,3.25033446e-01,1.20640148e-07,1.08256379e-04,1.08135877e-04,1.28447516e-09,1.22875662e-02,6.62462474e-01,0.00000000e+00
1.50500000e+06,3.25057288e-01,1.20519490e-07,1.08159832e-04,1.08039450e-04,1.28223036e-09,1.22519471e-02,6.62474444e-01,0.00000000e+00
1.50600000e+06,3.25081061e-01,1.20399091e-07,1.08063461e-04,1.07943199e-04,1.27999149e-09,1.22164326e-02,6.62486378e-01,0.00000000e+00
1.50700000e+06,3.25104764e-01,1.20278951e-07,1.07967265e-04,1.07847124e-04,1.27775853e-09,1.21810223e-02,6.62498278e-01,0.00000000e+00
1.50800000e+06,3.25128397e-01,1.20159070e-07,1.07871246e-04,1.07751224e-04,1.27553146e-09,1.21457161e-02,6.62510143e-01,0.00000000e+00
1.50900000e+06,3.25151961e-01,1.20039447e-07,1.07775401e-04,1.07655499e-04,1.27331026e-09,1.21105135e-02,6.62521973e-01,0.00000000e+00
1.51000000e+06,3.25175456e-01,1.19920080e-07,1.07679731e-04,1.07559949e-04,1.27109491e-09,1.20754143e-02,6.62533768e-01,0.00000000e+00
1.51100000e+06,3.25198883e-01,1.19800969e-07,1.07584235e-04,1.07464572e-04,1.26888539e-09,1.20404181e-02,6.62545529e-01,0.00000000e+00
1.51200000e+06,3.25222240e-01,1.19682113e-07,1.07488912e-04,1.07369368e-04,1.26668167e-09,1.20055246e-02,6.62557256e-01,0.00000000e+00
1.51300000e+06,3.25245529e-01,1.19563512e-07,1.07393762e-04,1.07274337e-04,1.26448374e-09,1.19707336e-02,6.62568948e-01,0.00000000e+00
1.51400000e+06,3.25268750e-01,1.19445164e-07,1.07298785e-04,1.07179478e-04,1.26229158e-09,1.19360447e-02,6.62580606e-01,0.00000000e+00
1.51500000e+06,3.25291903e-01,1.19327068e-07,1.07203981e-04,1.07084791e-04,1.26010517e-09,1.19014576e-02,6.62592230e-01,0.00000000e+00
1.51600000e+06,3.25314988e-01,1.19209225e-07,1.07109347e-04,1.06990276e-04,1.25792448e-09,1.18669720e-02,6.62603820e-01,0.00000000e+00
1.51700000e+06,3.25338005e-01,1.19091632e-07,1.07014885e-04,1.06895932e-04,1.25574949e-09,1.18325876e-02,6.62615376e-01,0.00000000e+00
1.51800000e+06,3.25360955e-01,1.18974289e-07,1.06920594e-04,1.06801758e-04,1.25358020e-09,1.17983041e-02,6.62626898e-01,0.00000000e+00
1.51900000e+06,3.25383838e-01,1.18857196e-07,1.06826473e-04,1.06707754e-04,1.25141657e-09,1.17641212e-02,6.62638387e-01,0.00000000e+00
1.52000000e+06,3.25406653e-01,1.18740352e-07,1.06732522e-04,1.06613919e-04,1.24925858e-09,1.17300386e-02,6.62649842e-01,0.00000000e+00
1.52100000e+06,3.25429402e-01,1.18623755e-07,1.06638740e-04,1.06520254e-04,1.24710622e-09,1.16960560e-02,6.62661263e-01,0.00000000e+00
1.52200000e+06,3.25452084e-01,1.18507406e-07,1.06545127e-04,1.06426757e-04,1.24495947e-09,1.16621731e-02,6.62672651e-01,0.00000000e+00
1.52300000e+06,3.25474700e-01,1.18391302e-07,1.06451682e-04,1.06333429e-04,1.24281831e-09,1.16283895e-02,6.62684006e-01,0.00000000e+00
1.52400000e+06,3.25497249e-01,1.18275444e-07,1.06358405e-04,1.06240268e-04,1.24068272e-09,1.15947051e-02,6.62695327e-01,0.00000000e+00
1.52500000e+06,3.25519733e-01,1.18159831e-07,1.06265296e-04,1.06147274e-04,1.23855267e-09,1.15611195e-02,6.62706616e-01,0.00000000e+00
1.52600000e+06,3.25542151e-01,1.18044461e-07,1.06172354e-04,1.06054447e-04,1.23642815e-09,1.15276323e-02,6.62717871e-01,0.00000000e+00
1.52700000e+06,3.25564503e-01,1.17929335e-07,1.06079578e-04,1.05961787e-04,1.23430915e-09,1.14942434e-02,6.62729094e-01,0.00000000e+00
1.52800000e+06,3.25586789e-01,1.17814451e-07,1.05986968e-04,1.05869292e-04,1.23219563e-09,1.14609524e-02,6.62740283e-01,0.00000000e+00
1.52900000e+06,3.25609010e-01,1.17699808e-07,1.05894525e-04,1.05776963e-04,1.23008759e-09,1.14277590e-02,6.62751440e-01,0.00000000e+00
1.53000000e+06,3.25631167e-01,1.17585406e-07,1.05802246e-04,1.05684799e-04,1.22798500e-09,1.13946629e-02,6.62762565e-01,0.00000000e+00
1.53100000e+06,3.25653258e-01,1.17471245e-07,1.05710132e-04,1.05592799e-04,1.22588784e-09,1.13616639e-02,6.62773656e-01,0.00000000e+00
1.53200000e+06,3.25675285e-01,1.17357322e-07,1.05618183e-04,1.05500964e-04,1.22379610e-09,1.13287616e-02,6.62784716e-01,0.00000000e+00
1.53300000e+06,3.25697247e-01,1.17243638e-07,1.05526397e-04,1.05409292e-04,1.22170976e-09,1.12959557e-02,6.62795743e-01,0.00000000e+00
1.53400000e+06,3.25719145e-01,1.17130192e-07,1.05434775e-04,1.05317783e-04,1.21962879e-09,1.12632460e-02,6.62806738e-01,0.00000000e+00
1.53500000e+06,3.25740979e-01,1.17016982e-07,1.05343316e-04,1.05226437e-04,1.21755319e-09,1.12306322e-02,6.62817701e-01,0.00000000e+00
1.53600000e+06,3.25762749e-01,1.16904009e-07,1.05252020e-04,1.05135254e-04,1.21548292e-09,1.11981140e-02,6.62828632e-01,0.00000000e+00
1.53700000e+06,3.25784455e-01,1.16791271e-07,1.05160885e-04,1.05044232e-04,1.21341798e-09,1.11656911e-02,6.62839530e-01,0.00000000e+00
1.53800000e+06,3.25806098e-01,1.16678769e-07,1.05069913e-04,1.04953372e-04,1.21135834e-09,1.11333632e-02,6.62850397e-01,0.00000000e+00
1.53900000e+06,3.25827678e-01,1.16566500e-07,1.04979101e-04,1.04862673e-04,1.20930399e-09,1.11011300e-02,6.62861233e-01,0.00000000e+00
1.54000000e+06,3.25849194e-01,1.16454464e-07,1.04888451e-04,1.04772135e-04,1.20725491e-09,1.10689913e-02,6.62872036e-01,0.00000000e+00
1.54100000e+06,3.25870648e-01,1.16342661e-07,1.04797961e-04,1.04681757e-04,1.20521107e-09,1.10369467e-02,6.62882808e-01,0.00000000e+00
1.54200000e+06,3.25892038e-01,1.16231090e-07,1.04707631e-04,1.04591538e-04,1.20317247e-09,1.10049960e-02,6.62893549e-01,0.00000000e+00
1.54300000e+06,3.25913366e-01,1.16119749e-07,1.04617460e-04,1.04501479e-04,1.20113909e-09,1.09731390e-02,6.62904258e-01,0.00000000e+00
1.54400000e+06,3.25934632e-01,1.16008639e-07,1.04527449e-04,1.04411579e-04,1.19911089e-09,1.09413752e-02,6.62914936e-01,0.00000000e+00
1.54500000e+06,3.25955836e-01,1.15897759e-07,1.04437596e-04,1.04321837e-04,1.19708788e-09,1.09097045e-02,6.62925583e-01,0.00000000e+00
1.54600000e+06,3.25976977e-01,1.15787108e-07,1.04347902e-04,1.04232253e-04,1.19507003e-09,1.08781266e-02,6.62936199e-01,0.00000000e+00
1.54700000e+06,3.25998057e-01,1.15676684e-07,1.04258366e-04,1.04142827e-04,1.19305732e-09,1.08466411e-02,6.62946784e-01,0.00000000e+00
1.54800000e+06,3.26019075e-01,1.15566489e-07,1.04168986e-04,1.04053558e-04,1.19104974e-09,1.08152479e-02,6.62957338e-01,0.00000000e+00
1.54900000e+06,3.26040032e-01,1.15456520e-07,1.04079764e-04,1.03964446e-04,1.18904726e-09,1.07839466e-02,6.62967861e-01,0.00000000e+00
1.55000000e+06,3.26060927e-01,1.15346777e-07,1.03990699e-04,1.03875491e-04,1.18704987e-09,1.07527369e-02,6.62978353e-01,0.00000000e+00
1.55100000e+06,3.26081762e-01,1.15237259e-07,1.03901790e-04,1.03786691e-04,1.18505756e-09,1.07216187e-02,6.62988815e-01,0.00000000e+00
1.55200000e+06,3.26102535e-01,1.15127966e-07,1.03813037e-04,1.03698047e-04,1.18307031e-09,1.06905916e-02,6.62999246e-01,0.00000000e+00
1.55300000e+06,3.26123248e-01,1.15018898e-07,1.03724438e-04,1.03609558e-04,1.18108809e-09,1.06596553e-02,6.63009647e-01,0.00000000e+00
1.55400000e+06,3.26143900e-01,1.14910052e-07,1.03635995e-04,1.03521224e-04,1.17911089e-09,1.06288095e-02,6.63020017e-01,0.00000000e+00
1.55500000e+06,3.26164492e-01,1.14801429e-07,1.03547707e-04,1.03433044e-04,1.17713870e-09,1.05980541e-02,6.63030357e-01,0.00000000e+00
1.55600000e+06,3.26185024e-01,1.14693027e-07,1.03459573e-04,1.03345018e-04,1.17517150e-09,1.05673887e-02,6.63040667e-01,0.00000000e+00
1.55700000e+06,3.26205495e-01,1.14584847e-07,1.03371592e-04,1.03257146e-04,1.17320927e-09,1.05368130e-02,6.63050947e-01,0.00000000e+00
1.55800000e+06,3.26225907e-01,1.14476888e-07,1.03283765e-04,1.03169426e-04,1.17125199e-09,1.05063269e-02,6.63061197e-01,0.00000000e+00
1.55900000e+06,3.26246259e-01,1.14369148e-07,1.03196090e-04,1.03081860e-04,1.16929965e-09,1.04759300e-02,6.63071417e-01,0.00000000e+00
1.56000000e+06,3.26266552e-01,1.14261627e-07,1.03108568e-04,1.02994445e-04,1.16735223e-09,1.04456220e-02,6.63081607e-01,0.00000000e+00
1.56100000e+06,3.26286786e-01,1.14154325e-07,1.03021199e-04,1.02907183e-04,1.16540972e-09,1.04154027e-02,6.63091768e-01,0.00000000e+00
1.56200000e+06,3.26306960e-01,1.14047241e-07,1.02933981e-04,1.02820072e-04,1.16347209e-09,1.03852719e-02,6.63101899e-01,0.00000000e+00
1.56300000e+06,3.26327075e-01,1.13940373e-07,1.02846914e-04,1.02733112e-04,1.16153933e-09,1.03552292e-02,6.63112000e-01,0.00000000e+00
1.56400000e+06,3.26347132e-01,1.13833723e-07,1.02759998e-04,1.02646303e-04,1.15961143e-09,1.03252744e-02,6.63122072e-01,0.00000000e+00
1.56500000e+06,3.26367130e-01,1.13727287e-07,1.02673233e-04,1.02559644e-04,1.15768837e-09,1.02954073e-02,6.63132115e-01,0.00000000e+00
1.56600000e+06,3.26387070e-01,1.13621068e-07,1.02586618e-04,1.02473135e-04,1.15577013e-09,1.02656275e-02,6.63142128e-01,0.00000000e+00
1.56700000e+06,3.26406951e-01,1.13515062e-07,1.02500153e-04,1.02386776e-04,1.15385669e-09,1.02359349e-02,6.63152112e-01,0.00000000e+00
1.56800000e+06,3.26426775e-01,1.13409270e-07,1.02413837e-04,1.02300566e-04,1.15194805e-09,1.02063291e-02,6.63162067e-01,0.00000000e+00
1.56900000e+06,3.26446540e-01,1.13303692e-07,1.02327670e-04,1.02214505e-04,1.15004417e-09,1.01768099e-02,6.63171993e-01,0.00000000e+00
1.57000000e+06,3.26466248e-01,1.13198326e-07,1.02241651e-04,1.02128592e-04,1.14814506e-09,1.01473770e-02,6.63181890e-01,0.00000000e+00
1.57100000e+06,3.26485899e-01,1.13093172e-07,1.02155781e-04,1.02042827e-04,1.14625069e-09,1.01180302e-02,6.63191758e-01,0.00000000e+00
1.57200000e+06,3.26505492e-01,1.12988229e-07,1.02070059e-04,1.01957209e-04,1.14436104e-09,1.00887693e-02,6.63201598e-01,0.00000000e+00
1.57300000e+06,3.26525027e-01,1.12883496e-07,1.01984484e-04,1.01871739e-04,1.14247611e-09,1.00595939e-02,6.63211408e-01,0.00000000e+00
1.57400000e+06,3.26544506e-01,1.12778974e-07,1.01899056e-04,1.01786415e-04,1.14059587e-09,1.00305038e-02,6.63221191e-01,0.00000000e+00
1.57500000e+06,3.26563928e-01,1.12674660e-07,1.01813774e-04,1.01701238e-04,1.13872030e-09,1.00014988e-02,6.63230944e-01,0.00000000e+00
1.57600000e+06,3.26583293e-01,1.12570556e-07,1.01728639e-04,1.01616207e-04,1.13684941e-09,9.97257859e-03,6.63240670e-01,0.00000000e+00
1.57700000e+06,3.26602602e-01,1.12466659e-07,1.01643650e-04,1.01531322e-04,1.13498315e-09,9.94374293e-03,6.63250367e-01,0.00000000e+00
1.57800000e+06,3.26621854e-01,1.12362970e-07,1.01558806e-04,1.01446582e-04,1.13312154e-09,9.91499157e-03,6.63260035e-01,0.00000000e+00
1.57900000e+06,3.26641050e-01,1.12259487e-07,1.01474108e-04,1.01361987e-04,1.13126453e-09,9.88632426e-03,6.63269676e-01,0.00000000e+00
1.58000000e+06,3.26660191e-01,1.12156211e-07,1.01389554e-04,1.01277537e-04,1.12941213e-09,9.85774075e-03,6.63279288e-01,0.00000000e+00
1.58100000e+06,3.26679275e-01,1.12053140e-07,1.01305145e-04,1.01193231e-04,1.12756432e-09,9.82924079e-03,6.63288873e-01,0.00000000e+00
1.58200000e+06,3.26698304e-01,1.11950273e-07,1.01220879e-04,1.01109068e-04,1.12572108e-09,9.80082413e-03,6.63298429e-01,0.00000000e+00
1.58300000e+06,3.26717277e-01,1.11847612e-07,1.01136758e-04,1.01025049e-04,1.12388239e-09,9.77249052e-03,6.63307958e-01,0.00000000e+00
1.58400000e+06,3.26736194e-01,1.11745153e-07,1.01052779e-04,1.00941173e-04,1.12204824e-09,9.74423972e-03,6.63317459e-01,0.00000000e+00
1.58500000e+06,3.26755057e-01,1.11642898e-07,1.00968944e-04,1.00857440e-04,1.12021862e-09,9.71607147e-03,6.63326932e-01,0.00000000e+00
1.58600000e+06,3.26773865e-01,1.11540845e-07,1.00885251e-04,1.00773849e-04,1.11839351e-09,9.68798553e-03,6.63336378e-01,0.00000000e+00
1.58700000e+06,3.26792617e-01,1.11438994e-07,1.00801700e-04,1.00690400e-04,1.11657290e-09,9.65998167e-03,6.63345796e-01,0.00000000e+00
1.58800000e+06,3.26811315e-01,1.11337344e-07,1.00718291e-04,1.00607093e-04,1.11475677e-09,9.63205962e-03,6.63355187e-01,0.00000000e+00
1.58900000e+06,3.26829959e-01,1.11235895e-07,1.00635023e-04,1.00523927e-04,1.11294510e-09,9.60421915e-03,6.63364551e-01,0.00000000e+00
1.59000000e+06,3.26848548e-01,1.11134645e-07,1.00551897e-04,1.00440901e-04,1.11113789e-09,9.57646002e-03,6.63373887e-01,0.00000000e+00
1.59100000e+06,3.26867083e-01,1.11033595e-07,1.00468911e-04,1.00358017e-04,1.10933511e-09,9.54878198e-03,6.63383196e-01,0.00000000e+00
1.59200000e+06,3.26885564e-01,1.10932744e-07,1.00386066e-04,1.00275272e-04,1.10753676e-09,9.52118480e-03,6.63392478e-01,0.00000000e+00
1.59300000e+06,3.26903991e-01,1.10832091e-07,1.00303360e-04,1.00192667e-04,1.10574281e-09,9.49366823e-03,6.63401733e-01,0.00000000e+00
1.59400000e+06,3.26922364e-01,1.10731635e-07,1.00220795e-04,1.00110202e-04,1.10395326e-09,9.46623203e-03,6.63410961e-01,0.00000000e+00
1.59500000e+06,3.26940684e-01,1.10631376e-07,1.00138368e-04,1.00027876e-04,1.10216809e-09,9.43887596e-03,6.63420162e-01,0.00000000e+00
1.59600000e+06,3.26958950e-01,1.10531314e-07,1.00056080e-04,9.99456882e-05,1.10038728e-09,9.41159978e-03,6.63429337e-01,0.00000000e+00
1.59700000e+06,3.26977163e-01,1.10431448e-07,9.99739314e-05,9.98636391e-05,1.09861082e-09,9.38440327e-03,6.63438484e-01,0.00000000e+00
1.59800000e+06,3.26995323e-01,1.10331777e-07,9.98919206e-05,9.97817280e-05,1.09683870e-09,9.35728617e-03,6.63447605e-01,0.00000000e+00
1.59900000e+06,3.27013430e-01,1.10232300e-07,9.98100476e-05,9.96999545e-05,1.09507090e-09,9.33024826e-03,6.63456700e-01,0.00000000e+00
1.60000000e+06,3.27031485e-01,1.10133018e-07,9.97283122e-05,9.96183184e-05,1.09330741e-09,9.30328930e-03,6.63465768e-01,0.00000000e+00
1.60100000e+06,3.27049486e-01,1.10033929e-07,9.96467140e-05,9.95368192e-05,1.09154821e-09,9.27640905e-03,6.63474810e-01,0.00000000e+00
1.60200000e+06,3.27067436e-01,1.09935033e-07,9.95652525e-05,9.94554567e-05,1.08979329e-09,9.24960728e-03,6.63483825e-01,0.00000000e+00
1.60300000e+06,3.27085333e-01,1.09836329e-07,9.94839275e-05,9.93742304e-05,1.08804264e-09,9.22288375e-03,6.63492814e-01,0.00000000e+00
1.60400000e+06,3.27103177e-01,1.09737817e-07,9.94027387e-05,9.92931401e-05,1.08629624e-09,9.19623824e-03,6.63501778e-01,0.00000000e+00
1.60500000e+06,3.27120970e-01,1.09639496e-07,9.93216856e-05,9.92121854e-05,1.08455408e-09,9.16967051e-03,6.63510715e-01,0.00000000e+00
1.60600000e+06,3.27138711e-01,1.09541366e-07,9.92407679e-05,9.91313658e-05,1.08281614e-09,9.14318033e-03,6.63519626e-01,0.00000000e+00
1.60700000e+06,3.27156401e-01,1.09443426e-07,9.91599854e-05,9.90506812e-05,1.08108241e-09,9.11676747e-03,6.63528511e-01,0.00000000e+00
1.60800000e+06,3.27174038e-01,1.09345675e-07,9.90793376e-05,9.89701312e-05,1.07935288e-09,9.09043171e-03,6.63537370e-01,0.00000000e+00
1.60900000e+06,3.27191625e-01,1.09248113e-07,9.89988242e-05,9.88897153e-05,1.07762753e-09,9.06417280e-03,6.63546204e-01,0.00000000e+00
1.61000000e+06,3.27209160e-01,1.09150740e-07,9.89184448e-05,9.88094334e-05,1.07590636e-09,9.03799053e-03,6.63555012e-01,0.00000000e+00
1.61100000e+06,3.27226644e-01,1.09053555e-07,9.88381992e-05,9.87292850e-05,1.07418934e-09,9.01188466e-03,6.63563794e-01,0.00000000e+00
1.61200000e+06,3.27244077e-01,1.08956556e-07,9.87580870e-05,9.86492698e-05,1.07247646e-09,8.98585497e-03,6.63572551e-01,0.00000000e+00
1.61300000e+06,3.27261460e-01,1.08859745e-07,9.86781079e-05,9.85693875e-05,1.07076771e-09,8.95990123e-03,6.63581282e-01,0.00000000e+00
1.61400000e+06,3.27278791e-01,1.08763120e-07,9.85982614e-05,9.84896377e-05,1.06906308e-09,8.93402322e-03,6.63589988e-01,0.00000000e+00
1.61500000e+06,3.27296073e-01,1.08666680e-07,9.85185474e-05,9.84100201e-05,1.06736255e-09,8.90822071e-03,6.63598668e-01,0.00000000e+00
1.61600000e+06,3.27313304e-01,1.08570425e-07,9.84389654e-05,9.83305344e-05,1.06566612e-09,8.88249348e-03,6.63607324e-01,0.00000000e+00
1.61700000e+06,3.27330485e-01,1.08474355e-07,9.83595152e-05,9.82511802e-05,1.06397375e-09,8.85684131e-03,6.63615954e-01,0.00000000e+00
1.61800000e+06,3.27347615e-01,1.08378469e-07,9.82801963e-05,9.81719572e-05,1.06228545e-09,8.83126396e-03,6.63624559e-01,0.00000000e+00
1.61900000e+06,3.27364696e-01,1.08282766e-07,9.82010085e-05,9.80928652e-05,1.06060121e-09,8.80576123e-03,6.63633139e-01,0.00000000e+00
1.62000000e+06,3.27381727e-01,1.08187247e-07,9.81219515e-05,9.80139036e-05,1.05892100e-09,8.78033288e-03,6.63641695e-01,0.00000000e+00
1.62100000e+06,3.27398709e-01,1.08091909e-07,9.80430248e-05,9.79350723e-05,1.05724481e-09,8.75497870e-03,6.63650225e-01,0.00000000e+00
1.62200000e+06,3.27415641e-01,1.07996754e-07,9.79642283e-05,9.78563710e-05,1.05557263e-09,8.72969847e-03,6.63658731e-01,0.00000000e+00
1.62300000e+06,3.27432524e-01,1.07901780e-07,9.78855615e-05,9.77777992e-05,1.05390446e-09,8.70449196e-03,6.63667211e-01,0.00000000e+00
1.62400000e+06,3.27449358e-01,1.07806986e-07,9.78070241e-05,9.76993566e-05,1.05224027e-09,8.67935896e-03,6.63675668e-01,0.00000000e+00
1.62500000e+06,3.27466143e-01,1.07712373e-07,9.77286159e-05,9.76210430e-05,1.05058005e-09,8.65429926e-03,6.63684099e-01,0.00000000e+00
1.62600000e+06,3.27482879e-01,1.07617940e-07,9.76503364e-05,9.75428580e-05,1.04892379e-09,8.62931263e-03,6.63692507e-01,0.00000000e+00
1.62700000e+06,3.27499566e-01,1.07523686e-07,9.75721854e-05,9.74648013e-05,1.04727149e-09,8.60439885e-03,6.63700889e-01,0.00000000e+00
1.62800000e+06,3.27516205e-01,1.07429610e-07,9.74941626e-05,9.73868726e-05,1.04562311e-09,8.57955772e-03,6.63709248e-01,0.00000000e+00
1.62900000e+06,3.27532795e-01,1.07335713e-07,9.74162676e-05,9.73090715e-05,1.04397866e-09,8.55478901e-03,6.63717582e-01,0.00000000e+00
1.63000000e+06,3.27549337e-01,1.07241993e-07,9.73385001e-05,9.72313977e-05,1.04233812e-09,8.53009251e-03,6.63725892e-01,0.00000000e+00
1.63100000e+06,3.27565831e-01,1.07148450e-07,9.72608598e-05,9.71538510e-05,1.04070147e-09,8.50546801e-03,6.63734178e-01,0.00000000e+00
1.63200000e+06,3.27582277e-01,1.07055085e-07,9.71833464e-05,9.70764309e-05,1.03906871e-09,8.48091529e-03,6.63742440e-01,0.00000000e+00
1.63300000e+06,3.27598675e-01,1.06961895e-07,9.71059596e-05,9.69991373e-05,1.03743983e-09,8.45643414e-03,6.63750678e-01,0.00000000e+00
1.63400000e+06,3.27615026e-01,1.06868881e-07,9.70286990e-05,9.69219697e-05,1.03581480e-09,8.43202435e-03,6.63758892e-01,0.00000000e+00
1.63500000e+06,3.27631328e-01,1.06776042e-07,9.69515644e-05,9.68449280e-05,1.03419363e-09,8.40768571e-03,6.63767082e-01,0.00000000e+00
1.63600000e+06,3.27647584e-01,1.06683377e-07,9.68745554e-05,9.67680116e-05,1.03257628e-09,8.38341800e-03,6.63775248e-01,0.00000000e+00
1.63700000e+06,3.27663792e-01,1.06590887e-07,9.67976717e-05,9.66912204e-05,1.03096277e-09,8.35922102e-03,6.63783390e-01,0.00000000e+00
1.63800000e+06,3.27679953e-01,1.06498570e-07,9.67209130e-05,9.66145541e-05,1.02935306e-09,8.33509456e-03,6.63791509e-01,0.00000000e+00
1.63900000e+06,3.27696067e-01,1.06406426e-07,9.66442791e-05,9.65380123e-05,1.02774716e-09,8.31103840e-03,6.63799605e-01,0.00000000e+00
1.64000000e+06,3.27712134e-01,1.06314455e-07,9.65677695e-05,9.64615947e-05,1.02614504e-09,8.28705234e-03,6.63807677e-01,0.00000000e+00
1.64100000e+06,3.27728155e-01,1.06222656e-07,9.64913840e-05,9.63853010e-05,1.02454670e-09,8.26313618e-03,6.63815725e-01,0.00000000e+00
1.64200000e+06,3.27744128e-01,1.06131029e-07,9.64151224e-05,9.63091310e-05,1.02295212e-09,8.23928969e-03,6.63823750e-01,0.00000000e+00
1.64300000e+06,3.27760056e-01,1.06039572e-07,9.63389842e-05,9.62330843e-05,1.02136129e-09,8.21551269e-03,6.63831752e-01,0.00000000e+00
1.64400000e+06,3.27775937e-01,1.05948287e-07,9.62629691e-05,9.61571605e-05,1.01977420e-09,8.19180496e-03,6.63839731e-01,0.00000000e+00
1.64500000e+06,3.27791772e-01,1.05857171e-07,9.61870770e-05,9.60813596e-05,1.01819085e-09,8.16816629e-03,6.63847686e-01,0.00000000e+00
1.64600000e+06,3.27807561e-01,1.05766225e-07,9.61113074e-05,9.60056809e-05,1.01661121e-09,8.14459649e-03,6.63855619e-01,0.00000000e+00
1.64700000e+06,3.27823304e-01,1.05675449e-07,9.60356601e-05,9.59301245e-05,1.01503527e-09,8.12109535e-03,6.63863528e-01,0.00000000e+00
1.64800000e+06,3.27839001e-01,1.05584840e-07,9.59601348e-05,9.58546898e-05,1.01346303e-09,8.09766266e-03,6.63871415e-01,0.00000000e+00
1.64900000e+06,3.27854653e-01,1.05494401e-07,9.58847312e-05,9.57793766e-05,1.01189446e-09,8.07429823e-03,6.63879278e-01,0.00000000e+00
1.65000000e+06,3.27870259e-01,1.05404128e-07,9.58094489e-05,9.57041846e-05,1.01032957e-09,8.05100185e-03,6.63887119e-01,0.00000000e+00
1.65100000e+06,3.27885820e-01,1.05314024e-07,9.57342878e-05,9.56291136e-05,1.00876834e-09,8.02777331e-03,6.63894937e-01,0.00000000e+00
1.65200000e+06,3.27901335e-01,1.05224085e-07,9.56592474e-05,9.55541632e-05,1.00721076e-09,8.00461243e-03,6.63902733e-01,0.00000000e+00
1.65300000e+06,3.27916806e-01,1.05134314e-07,9.55843275e-05,9.54793331e-05,1.00565681e-09,7.98151899e-03,6.63910505e-01,0.00000000e+00
1.65400000e+06,3.27932231e-01,1.05044708e-07,9.55095278e-05,9.54046230e-05,1.00410648e-09,7.95849281e-03,6.63918256e-01,0.00000000e+00
1.65500000e+06,3.27947612e-01,1.04955267e-07,9.54348480e-05,9.53300327e-05,1.00255977e-09,7.93553367e-03,6.63925984e-01,0.00000000e+00
1.65600000e+06,3.27962948e-01,1.04865991e-07,9.53602879e-05,9.52555618e-05,1.00101666e-09,7.91264139e-03,6.63933689e-01,0.00000000e+00
1.65700000e+06,3.27978239e-01,1.04776880e-07,9.52858470e-05,9.51812101e-05,9.99477140e-10,7.88981576e-03,6.63941372e-01,0.00000000e+00
1.65800000e+06,3.27993486e-01,1.04687932e-07,9.52115252e-05,9.51069773e-05,9.97941199e-10,7.86705659e-03,6.63949033e-01,0.00000000e+00
1.65900000e+06,3.28008689e-01,1.04599148e-07,9.51373222e-05,9.50328631e-05,9.96408828e-10,7.84436368e-03,6.63956671e-01,0.00000000e+00
1.66000000e+06,3.28023848e-01,1.04510527e-07,9.50632376e-05,9.49588671e-05,9.94880012e-10,7.82173683e-03,6.63964288e-01,0.00000000e+00
1.66100000e+06,3.28038962e-01,1.04422069e-07,9.49892712e-05,9.48849892e-05,9.93354743e-10,7.79917585e-03,6.63971882e-01,0.00000000e+00
1.66200000e+06,3.28054033e-01,1.04333773e-07,9.49154226e-05,9.48112289e-05,9.91833009e-10,7.77668055e-03,6.63979454e-01,0.00000000e+00
1.66300000e+06,3.28069060e-01,1.04245638e-07,9.48416917e-05,9.47375862e-05,9.90314800e-10,7.75425073e-03,6.63987005e-01,0.00000000e+00
1.66400000e+06,3.28084043e-01,1.04157665e-07,9.47680781e-05,9.46640605e-05,9.88800103e-10,7.73188620e-03,6.63994533e-01,0.00000000e+00
1.66500000e+06,3.28098983e-01,1.04069852e-07,9.46945815e-05,9.45906518e-05,9.87288908e-10,7.70958676e-03,6.64002040e-01,0.00000000e+00
1.66600000e+06,3.28113879e-01,1.03982200e-07,9.46212017e-05,9.45173597e-05,9.85781206e-10,7.68735222e-03,6.64009525e-01,0.00000000e+00
1.66700000e+06,3.28128732e-01,1.03894707e-07,9.45479383e-05,9.44441838e-05,9.84276982e-10,7.66518239e-03,6.64016988e-01,0.00000000e+00
1.66800000e+06,3.28143542e-01,1.03807374e-07,9.44747912e-05,9.43711240e-05,9.82776230e-10,7.64307708e-03,6.64024430e-01,0.00000000e+00
