t(s),cat,react1,react2,int1,int2,int3,prod,water
1.00000000e+07,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
