t(s),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
2.00000000e-02,1.44060862e-03,4.11994331e-04,1.44191886e-03,5.37665367e-02,7.65982799e-03,1.30706999e-01,8.63550007e-06,4.72386695e-07,1.77661374e-16,1.81967434e-17,1.55957486e-17,1.25885410e-18,3.40893339e-17,6.65805327e-18,4.33465186e-03,6.37595757e-02,1.29948616e-09,1.26691865e-11,9.64444621e-17,1.83463135e-18,3.68983952e-18,9.60041376e-24,4.68328717e-22,7.12222205e-27,2.41425228e-27,4.51158957e-32,1.23915320e-33,1.18453380e-19,4.94227449e-20,1.16986348e-22,9.96813505e-08,1.13541174e-08,2.35560286e-09,2.35747397e-09,4.60742279e-09,9.87424903e-03,1.00649851e-05,1.30430760e-06,2.74668240e-07,2.23342391e-13,1.54818547e-11,1.19289460e-17,1.75491062e-20,7.54110130e-16,2.95835406e-12,5.64924557e-10,6.88310554e-11,7.26582764e-01,0.00000000e+00,4.86214729e-41,1.09812048e-41,4.19411466e-25,3.48430626e-27
