t(s),Temperature,Pressure,Density,Mass,Volume,IntEnergy,mdot_in,mdot_out,mdot_surf,mdot
5.95000000e-02,9.00000000e+02,9.22587757e+04,1.10382832e-01,1.10382832e-07,1.00000000e-06,3.08228678e+06,-1.15305513e-07,-1.15214844e-07,-5.32212502e-08,-5.31305814e-08,
6.40000000e-02,9.00000000e+02,9.22186951e+04,1.10146991e-01,1.10146991e-07,1.00000000e-06,3.08622869e+06,-1.15305513e-07,-1.15214289e-07,-6.34187788e-08,-6.33275554e-08,
6.85000000e-02,9.00000000e+02,9.21806497e+04,1.09911997e-01,1.09911997e-07,1.00000000e-06,3.09049250e+06,-1.15305513e-07,-1.15214020e-07,-4.82298653e-08,-4.81383731e-08,
7.30000000e-02,9.00000000e+02,9.21441996e+04,1.09678099e-01,1.09678099e-07,1.00000000e-06,3.09496540e+06,-1.15305513e-07,-1.15213661e-07,-4.90301312e-08,-4.89382794e-08,
7.75000000e-02,9.00000000e+02,9.21063484e+04,1.09445560e-01,1.09445560e-07,1.00000000e-06,3.09950981e+06,-1.15305513e-07,-1.15213298e-07,-9.30977708e-08,-9.30055562e-08,
8.20000000e-02,9.00000000e+02,9.20711476e+04,1.09214559e-01,1.09214559e-07,1.00000000e-06,3.10424573e+06,-1.15305513e-07,-1.15212893e-07,-4.85137373e-08,-4.84211174e-08,
8.65000000e-02,9.00000000e+02,9.20358561e+04,1.08985270e-01,1.08985270e-07,1.00000000e-06,3.10905524e+06,-1.15305513e-07,-1.15212608e-07,-4.34584381e-08,-4.33655334e-08,
9.10000000e-02,9.00000000e+02,9.20013874e+04,1.08757803e-01,1.08757803e-07,1.00000000e-06,3.11393303e+06,-1.15305513e-07,-1.15212201e-07,-3.96457299e-08,-3.95524181e-08,
9.55000000e-02,9.00000000e+02,9.19672437e+04,1.08532234e-01,1.08532234e-07,1.00000000e-06,3.11885195e+06,-1.15305513e-07,-1.15211937e-07,-3.02682145e-08,-3.01746385e-08,
1.00000000e-01,9.00000000e+02,9.19331700e+04,1.08308649e-01,1.08308649e-07,1.00000000e-06,3.12379851e+06,-1.15305513e-07,-1.15211522e-07,-5.08483959e-08,-5.07544053e-08,
1.45000000e-01,9.00000000e+02,9.15898030e+04,1.06186436e-01,1.06186436e-07,1.00000000e-06,3.17191207e+06,-1.15305513e-07,-1.15208017e-07,-3.67303361e-08,-3.66328400e-08,
1.90000000e-01,9.00000000e+02,9.12173809e+04,1.04266922e-01,1.04266922e-07,1.00000000e-06,3.21480225e+06,-1.15305513e-07,-1.15204413e-07,-1.82079645e-07,-1.81978545e-07,
2.35000000e-01,9.00000000e+02,9.07968300e+04,1.02532362e-01,1.02532362e-07,1.00000000e-06,3.25119131e+06,-1.15305513e-07,-1.15200084e-07,-3.46294860e-08,-3.45240577e-08,
2.80000000e-01,9.00000000e+02,9.03452159e+04,1.00962428e-01,1.00962428e-07,1.00000000e-06,3.28171163e+06,-1.15305513e-07,-1.15195390e-07,-3.41237452e-08,-3.40136228e-08,
3.25000000e-01,9.00000000e+02,8.98619324e+04,9.95381428e-02,9.95381428e-08,1.00000000e-06,3.30672800e+06,-1.15305513e-07,-1.15190818e-07,7.51107769e-08,7.52254720e-08,
3.70000000e-01,9.00000000e+02,8.93538045e+04,9.82434991e-02,9.82434991e-08,1.00000000e-06,3.32677563e+06,-1.15305513e-07,-1.15185589e-07,-3.88597666e-08,-3.87398428e-08,
4.15000000e-01,9.00000000e+02,8.88501262e+04,9.70631311e-02,9.70631311e-08,1.00000000e-06,3.34337793e+06,-1.15305513e-07,-1.15180512e-07,-2.50738320e-08,-2.49488316e-08,
4.60000000e-01,9.00000000e+02,8.83133884e+04,9.59846375e-02,9.59846375e-08,1.00000000e-06,3.35544849e+06,-1.15305513e-07,-1.15175287e-07,-1.33941281e-08,-1.32639020e-08,
5.05000000e-01,9.00000000e+02,8.77718610e+04,9.49970953e-02,9.49970953e-08,1.00000000e-06,3.36424625e+06,-1.15305513e-07,-1.15169727e-07,9.41891080e-07,9.42026865e-07,
5.50000000e-01,9.00000000e+02,8.72228343e+04,9.40907262e-02,9.40907262e-08,1.00000000e-06,3.37005935e+06,-1.15305513e-07,-1.15161419e-07,-1.86631956e-08,-1.85191020e-08,
5.95000000e-01,9.00000000e+02,8.66689290e+04,9.32575596e-02,9.32575596e-08,1.00000000e-06,3.37320818e+06,-1.15305513e-07,-1.15157970e-07,-1.76631384e-08,-1.75155954e-08,
6.40000000e-01,9.00000000e+02,8.61144009e+04,9.24902731e-02,9.24902731e-08,1.00000000e-06,3.37408426e+06,-1.15305513e-07,-1.15151065e-07,-1.21467226e-06,-1.21451781e-06,
6.85000000e-01,9.00000000e+02,8.55606156e+04,9.17821539e-02,9.17821539e-08,1.00000000e-06,3.37296440e+06,-1.15305513e-07,-1.15147610e-07,-1.04419816e-06,-1.04404026e-06,
7.30000000e-01,9.00000000e+02,8.50096207e+04,9.11274365e-02,9.11274365e-08,1.00000000e-06,3.37012373e+06,-1.15305513e-07,-1.15140756e-07,-7.89894718e-07,-7.89729961e-07,
7.75000000e-01,9.00000000e+02,8.44632304e+04,9.05210478e-02,9.05210478e-08,1.00000000e-06,3.36580899e+06,-1.15305513e-07,-1.15133980e-07,-6.11567909e-07,-6.11396377e-07,
8.20000000e-01,9.00000000e+02,8.39230626e+04,8.99585300e-02,8.99585300e-08,1.00000000e-06,3.36024154e+06,-1.15305513e-07,-1.15128713e-07,-1.17838170e-08,-1.16070173e-08,
8.65000000e-01,9.00000000e+02,8.33907101e+04,8.94358251e-02,8.94358251e-08,1.00000000e-06,3.35362544e+06,-1.15305513e-07,-1.15126114e-07,-1.19501052e-08,-1.17707066e-08,
9.10000000e-01,9.00000000e+02,8.28666862e+04,8.89493443e-02,8.89493443e-08,1.00000000e-06,3.34608740e+06,-1.15305513e-07,-1.15120929e-07,-1.00393740e-08,-9.85479073e-09,
9.55000000e-01,9.00000000e+02,8.23521265e+04,8.84959846e-02,8.84959846e-08,1.00000000e-06,3.33789073e+06,-1.15305513e-07,-1.15115470e-07,-3.21154257e-08,-3.19253830e-08,
1.00000000e+00,9.00000000e+02,8.18480053e+04,8.80729840e-02,8.80729840e-08,1.00000000e-06,3.32908405e+06,-1.15305513e-07,-1.15110454e-07,-9.16864834e-09,-8.97358955e-09,
1.45000000e+00,9.00000000e+02,7.74791549e+04,8.50558648e-02,8.50558648e-08,1.00000000e-06,3.22939774e+06,-1.15305513e-07,-1.15066465e-07,2.67611628e-08,2.70002107e-08,
1.90000000e+00,9.00000000e+02,7.43418387e+04,8.33709531e-02,8.33709531e-08,1.00000000e-06,3.14040107e+06,-1.15305513e-07,-1.15034407e-07,-3.03379967e-09,-2.76269418e-09,
2.35000000e+00,9.00000000e+02,7.21854342e+04,8.23646196e-02,8.23646196e-08,1.00000000e-06,3.07363078e+06,-1.15305513e-07,-1.15014033e-07,-2.02337963e-09,-1.73190007e-09,
2.80000000e+00,9.00000000e+02,7.07637934e+04,8.17435892e-02,8.17435892e-08,1.00000000e-06,3.02794948e+06,-1.15305513e-07,-1.14999701e-07,3.36190297e-09,3.66771503e-09,
3.25000000e+00,9.00000000e+02,6.98302817e+04,8.13581706e-02,8.13581706e-08,1.00000000e-06,2.99691209e+06,-1.15305513e-07,-1.14990296e-07,2.79355009e-08,2.82507173e-08,
3.70000000e+00,9.00000000e+02,6.92300672e+04,8.11253948e-02,8.11253948e-08,1.00000000e-06,2.97613022e+06,-1.15305513e-07,-1.14984478e-07,5.64408795e-10,8.85443456e-10,
4.00000000e+00,9.00000000e+02,6.89605953e+04,8.10298343e-02,8.10298343e-08,1.00000000e-06,2.96627119e+06,-1.15305513e-07,-1.14981776e-07,1.15957931e-09,1.48331587e-09,
