t(s),N2(T),N(T),H(T),NH3(T),NH2(T),NH(T),RU(T),N2(S),N(S),H(S),NH3(S),NH2(S),NH(S),RU(S)
9.10000000e-05,1.42616134e-05,1.11351622e-06,6.14002604e-01,8.19921284e-10,2.64633979e-12,1.97764183e-08,3.85982000e-01,2.84131181e-06,4.86796546e-02,5.83826595e-01,2.13304265e-08,1.77508297e-04,3.01256610e-04,3.67012123e-01
9.55000000e-05,1.42612776e-05,1.17382833e-06,6.14002602e-01,8.96664472e-10,2.81530885e-12,2.08882149e-08,3.85981941e-01,2.83504373e-06,5.07405270e-02,5.82546460e-01,2.31092264e-08,1.85112647e-04,3.14047041e-04,3.66210995e-01
1.00000000e-04,1.42609442e-05,1.23485918e-06,6.14002575e-01,9.76294656e-10,2.98781842e-12,2.20153961e-08,3.85981906e-01,2.82885689e-06,5.27746274e-02,5.81282935e-01,2.49422553e-08,1.92622664e-04,3.26672371e-04,3.65420289e-01
1.45000000e-04,1.42577323e-05,1.89030865e-06,6.14000974e-01,1.91864501e-09,4.90796793e-12,3.42152961e-08,3.85982842e-01,2.77114047e-06,7.17474804e-02,5.69496510e-01,4.59363726e-08,2.62895700e-04,4.44486730e-04,3.58045810e-01
1.90000000e-04,1.42547188e-05,2.64363968e-06,6.13997256e-01,3.09142630e-09,7.18426975e-12,4.83342872e-08,3.85985795e-01,2.72009313e-06,8.85223837e-02,5.59073832e-01,7.09264426e-08,3.25397069e-04,5.48739548e-04,3.51526857e-01
2.35000000e-04,1.42518739e-05,3.51419663e-06,6.13991770e-01,4.45274570e-09,9.81938883e-12,6.46569670e-08,3.85990395e-01,2.67465574e-06,1.03448004e-01,5.49798670e-01,9.89530462e-08,3.81340484e-04,6.41577363e-04,3.45727634e-01
2.80000000e-04,1.42491735e-05,4.51787656e-06,6.13984797e-01,5.96912173e-09,1.28162256e-11,8.34181414e-08,3.85996347e-01,2.63397233e-06,1.16806235e-01,5.41496187e-01,1.29298601e-07,4.31710778e-04,7.24736606e-04,3.40538367e-01
3.25000000e-04,1.42465978e-05,5.66780692e-06,6.13976563e-01,7.61350034e-09,1.61776118e-11,1.04812245e-07,3.86003410e-01,2.59734365e-06,1.28827426e-01,5.34023497e-01,1.61419346e-07,4.77315308e-04,7.99636913e-04,3.35869366e-01
3.70000000e-04,1.42441303e-05,6.97484961e-06,6.13967254e-01,9.36384911e-09,1.99061391e-11,1.29000425e-07,3.86011389e-01,2.56419406e-06,1.39701262e-01,5.27262930e-01,1.94897663e-07,5.18820673e-04,8.67447739e-04,3.31646780e-01
4.15000000e-04,1.42417575e-05,8.44793322e-06,6.13957019e-01,1.12023442e-08,2.40041325e-11,1.56115329e-07,3.86020124e-01,2.53405195e-06,1.49583151e-01,5.21118071e-01,2.29412823e-07,5.56774323e-04,9.29127576e-04,3.27810112e-01
4.60000000e-04,1.42394678e-05,1.00944436e-05,6.13945982e-01,1.31143215e-08,2.84735563e-11,1.86266673e-07,3.86029485e-01,2.50652497e-06,1.58602489e-01,5.15508637e-01,2.64721035e-07,5.91633474e-04,9.85474858e-04,3.24308993e-01
