t(s),Temperature,Pressure,Density,Mass,Volume,IntEnergy,mdot_in,mdot_out,mdot_surf,mdot
6.40000000e-02,9.00000000e+02,9.75238839e+04,1.14216396e-01,1.14216396e-07,1.00000000e-06,3.30094050e+06,-1.15305513e-07,-1.15267528e-07,-1.47144058e-09,-1.43345571e-09,
6.85000000e-02,9.00000000e+02,9.75278838e+04,1.14209870e-01,1.14209870e-07,1.00000000e-06,3.30060513e+06,-1.15305513e-07,-1.15267581e-07,-1.30662164e-08,-1.30282846e-08,
7.30000000e-02,9.00000000e+02,9.75320848e+04,1.14203128e-01,1.14203128e-07,1.00000000e-06,3.30030640e+06,-1.15305513e-07,-1.15267638e-07,1.49414200e-08,1.49792943e-08,
7.75000000e-02,9.00000000e+02,9.75364514e+04,1.14196185e-01,1.14196185e-07,1.00000000e-06,3.30004145e+06,-1.15305513e-07,-1.15267638e-07,1.49414200e-08,1.49792943e-08,
8.20000000e-02,9.00000000e+02,9.75409708e+04,1.14189058e-01,1.14189058e-07,1.00000000e-06,3.29980802e+06,-1.15305513e-07,-1.15267697e-07,2.33937409e-09,2.37718943e-09,
8.65000000e-02,9.00000000e+02,9.75456487e+04,1.14181763e-01,1.14181763e-07,1.00000000e-06,3.29960436e+06,-1.15305513e-07,-1.15267759e-07,6.44075760e-10,6.81829715e-10,
9.10000000e-02,9.00000000e+02,9.75504676e+04,1.14174313e-01,1.14174313e-07,1.00000000e-06,3.29942829e+06,-1.15305513e-07,-1.15267822e-07,-4.11149932e-09,-4.07380909e-09,
9.55000000e-02,9.00000000e+02,9.75554170e+04,1.14166722e-01,1.14166722e-07,1.00000000e-06,3.29927779e+06,-1.15305513e-07,-1.15267822e-07,-4.11149932e-09,-4.07380909e-09,
1.00000000e-01,9.00000000e+02,9.75604870e+04,1.14159001e-01,1.14159001e-07,1.00000000e-06,3.29915130e+06,-1.15305513e-07,-1.15267934e-07,-4.38138174e-09,-4.34380271e-09,
1.45000000e-01,9.00000000e+02,9.76149888e+04,1.14077000e-01,1.14077000e-07,1.00000000e-06,3.29886663e+06,-1.15305513e-07,-1.15268532e-07,-1.93105291e-09,-1.89407230e-09,
1.90000000e-01,9.00000000e+02,9.76715307e+04,1.13991581e-01,1.13991581e-07,1.00000000e-06,3.29961623e+06,-1.15305513e-07,-1.15269021e-07,-1.93773697e-09,-1.90124526e-09,
2.35000000e-01,9.00000000e+02,9.77255923e+04,1.13907457e-01,1.13907457e-07,1.00000000e-06,3.30072125e+06,-1.15305513e-07,-1.15269603e-07,1.04760592e-07,1.04796502e-07,
2.80000000e-01,9.00000000e+02,9.77754772e+04,1.13826987e-01,1.13826987e-07,1.00000000e-06,3.30184327e+06,-1.15305513e-07,-1.15270029e-07,-1.10063636e-08,-1.09708800e-08,
3.25000000e-01,9.00000000e+02,9.78204547e+04,1.13751209e-01,1.13751209e-07,1.00000000e-06,3.30282040e+06,-1.15305513e-07,-1.15270512e-07,-2.70870782e-08,-2.70520778e-08,
3.70000000e-01,9.00000000e+02,9.78600151e+04,1.13680477e-01,1.13680477e-07,1.00000000e-06,3.30357639e+06,-1.15305513e-07,-1.15270933e-07,3.85791735e-09,3.89249720e-09,
4.15000000e-01,9.00000000e+02,9.78945705e+04,1.13614783e-01,1.13614783e-07,1.00000000e-06,3.30408624e+06,-1.15305513e-07,-1.15271227e-07,-1.44115654e-09,-1.40687122e-09,
4.60000000e-01,9.00000000e+02,9.79248480e+04,1.13553853e-01,1.13553853e-07,1.00000000e-06,3.30437025e+06,-1.15305513e-07,-1.15271514e-07,2.09301446e-09,2.12701295e-09,
5.05000000e-01,9.00000000e+02,9.79500105e+04,1.13497422e-01,1.13497422e-07,1.00000000e-06,3.30442434e+06,-1.15305513e-07,-1.15271783e-07,-1.22943850e-09,-1.19570867e-09,
5.50000000e-01,9.00000000e+02,9.79715691e+04,1.13445153e-01,1.13445153e-07,1.00000000e-06,3.30429406e+06,-1.15305513e-07,-1.15271985e-07,-1.14857629e-09,-1.11504859e-09,
5.95000000e-01,9.00000000e+02,9.79890852e+04,1.13396699e-01,1.13396699e-07,1.00000000e-06,3.30397605e+06,-1.15305513e-07,-1.15272185e-07,-1.04286726e-09,-1.00953938e-09,
6.40000000e-01,9.00000000e+02,9.80036556e+04,1.13351753e-01,1.13351753e-07,1.00000000e-06,3.30352340e+06,-1.15305513e-07,-1.15272320e-07,-3.22409536e-08,-3.22077611e-08,
6.85000000e-01,9.00000000e+02,9.80163701e+04,1.13310019e-01,1.13310019e-07,1.00000000e-06,3.30298853e+06,-1.15305513e-07,-1.15272448e-07,-1.84442073e-08,-1.84111429e-08,
7.30000000e-01,9.00000000e+02,9.80261948e+04,1.13271229e-01,1.13271229e-07,1.00000000e-06,3.30233879e+06,-1.15305513e-07,-1.15272543e-07,-6.32512185e-09,-6.29215239e-09,
7.75000000e-01,9.00000000e+02,9.80335918e+04,1.13235141e-01,1.13235141e-07,1.00000000e-06,3.30159788e+06,-1.15305513e-07,-1.15272607e-07,-2.27354732e-08,-2.27025672e-08,
8.20000000e-01,9.00000000e+02,9.80389514e+04,1.13201530e-01,1.13201530e-07,1.00000000e-06,3.30078654e+06,-1.15305513e-07,-1.15272683e-07,-1.42892596e-07,-1.42859767e-07,
8.65000000e-01,9.00000000e+02,9.80425731e+04,1.13170195e-01,1.13170195e-07,1.00000000e-06,3.29992106e+06,-1.15305513e-07,-1.15272712e-07,-3.08471398e-07,-3.08438597e-07,
9.10000000e-01,9.00000000e+02,9.80446674e+04,1.13140956e-01,1.13140956e-07,1.00000000e-06,3.29901342e+06,-1.15305513e-07,-1.15272712e-07,-3.08471398e-07,-3.08438597e-07,
9.55000000e-01,9.00000000e+02,9.80454077e+04,1.13113649e-01,1.13113649e-07,1.00000000e-06,3.29807337e+06,-1.15305513e-07,-1.15272717e-07,-3.19428775e-07,-3.19395979e-07,
1.00000000e+00,9.00000000e+02,9.80449373e+04,1.13088127e-01,1.13088127e-07,1.00000000e-06,3.29710876e+06,-1.15305513e-07,-1.15272703e-07,-3.04040441e-08,-3.03712341e-08,
1.45000000e+00,9.00000000e+02,9.79936956e+04,1.12906975e-01,1.12906975e-07,1.00000000e-06,3.28708523e+06,-1.15305513e-07,-1.15272127e-07,-2.38624572e-08,-2.38290713e-08,
1.90000000e+00,9.00000000e+02,9.79217812e+04,1.12811621e-01,1.12811621e-07,1.00000000e-06,3.27874596e+06,-1.15305513e-07,-1.15271478e-07,1.34694036e-08,1.35034384e-08,
2.35000000e+00,9.00000000e+02,9.78544517e+04,1.12762465e-01,1.12762465e-07,1.00000000e-06,3.27240908e+06,-1.15305513e-07,-1.15270701e-07,-1.00223454e-10,-6.54119937e-11,
2.80000000e+00,9.00000000e+02,9.78009355e+04,1.12739567e-01,1.12739567e-07,1.00000000e-06,3.26780338e+06,-1.15305513e-07,-1.15270271e-07,-1.52107557e-09,-1.48583375e-09,
3.25000000e+00,9.00000000e+02,9.77607413e+04,1.12731872e-01,1.12731872e-07,1.00000000e-06,3.26446595e+06,-1.15305513e-07,-1.15269850e-07,-7.44248346e-10,-7.08585890e-10,
3.70000000e+00,9.00000000e+02,9.77356584e+04,1.12733665e-01,1.12733665e-07,1.00000000e-06,3.26219182e+06,-1.15305513e-07,-1.15269586e-07,1.72464794e-09,1.76057492e-09,
4.00000000e+00,9.00000000e+02,9.77251965e+04,1.12738171e-01,1.12738171e-07,1.00000000e-06,3.26108628e+06,-1.15305513e-07,-1.15269500e-07,1.20437702e-09,1.24038999e-09,
