t(s),N2(T),N(T),H(T),NH3(T),NH2(T),NH(T),RU(T),N2(S),N(S),H(S),NH3(S),NH2(S),NH(S),RU(S)
5.50000000e-05,-5.18378409e-14,3.34728163e-11,8.08548534e-12,4.19529731e-15,4.05905886e-16,5.23299487e-13,-4.20343645e-11,-3.42824806e-13,2.35665191e-09,-3.28322495e-09,2.92412164e-15,4.05818337e-11,1.22833533e-11,8.74047751e-10
5.95000000e-05,-5.15232667e-14,3.35118452e-11,4.38434071e-12,4.43401493e-15,4.07436814e-16,5.24183058e-13,-3.83736871e-11,-5.79188479e-13,2.27048197e-09,-3.16399734e-09,3.48219274e-15,3.91392884e-11,1.18366528e-11,8.43115132e-10
6.40000000e-05,-5.15141413e-14,3.35530407e-11,7.15051342e-13,4.67746881e-15,4.08950772e-16,5.25088080e-13,-3.47467524e-11,-4.02497497e-13,2.18756171e-09,-3.04795284e-09,3.13418898e-15,3.77538173e-11,1.14054274e-11,8.11631249e-10
6.85000000e-05,-5.11443254e-14,3.35963186e-11,-2.98125238e-12,4.90732958e-15,4.10450270e-16,5.26016061e-13,-3.10952558e-11,-5.55134400e-13,2.10777044e-09,-2.93732100e-09,3.62344444e-15,3.64173810e-11,1.09915990e-11,7.82693086e-10
7.30000000e-05,-5.11077033e-14,3.36416004e-11,-6.78874187e-12,5.17262096e-15,4.11935558e-16,5.26965649e-13,-2.73343010e-11,-8.79933146e-13,2.03099010e-09,-2.83142625e-09,4.94477761e-15,3.51291001e-11,1.05939565e-11,7.55588084e-10
7.75000000e-05,-5.00720025e-14,3.36888073e-11,-1.08391002e-11,5.50074005e-15,4.13408987e-16,5.27938323e-13,-2.33334876e-11,-2.41299706e-12,1.95710446e-09,-2.73356667e-09,9.72735660e-15,3.38850363e-11,1.02160953e-11,7.34764355e-10
8.20000000e-05,-5.01466419e-14,3.37378736e-11,-1.53132831e-11,5.70243504e-15,4.14866017e-16,5.28927226e-13,-1.89094884e-11,-1.99753762e-12,1.88601108e-09,-2.63320773e-09,8.64283778e-15,3.26935005e-11,9.84522576e-12,7.06646822e-10
8.65000000e-05,-5.13871282e-14,3.37887274e-11,-2.00800545e-11,5.84717388e-15,4.16308258e-16,5.29932848e-13,-1.41934821e-11,-3.57245553e-13,1.81760347e-09,-2.53255479e-09,4.08936537e-15,3.15506674e-11,9.48352051e-12,6.74270289e-10
9.10000000e-05,-5.02962544e-14,3.38412932e-11,-2.47230736e-11,6.20617766e-15,4.17741850e-16,5.30961057e-13,-9.60550837e-12,-1.11342029e-12,1.75177345e-09,-2.44330989e-09,7.31111369e-15,3.04431524e-11,9.14425792e-12,6.53055136e-10
9.55000000e-05,-5.02879522e-14,3.38955145e-11,-2.93442208e-11,6.40338963e-15,4.19161413e-16,5.32004704e-13,-5.03983295e-12,-9.96023182e-13,1.68843085e-09,-2.35467875e-09,6.97070519e-15,2.93809967e-11,8.81471912e-12,6.29041239e-10
