t(s),Temperature,Pressure,Density,Mass,Volume,IntEnergy,mdot_in,mdot_out,mdot_surf,mdot
0.00000000e+00,7.70000000e+02,8.00000000e+03,1.50074907e-02,1.50074907e-07,1.00000000e-05,6.45120697e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,-6.27743856e+66,
1.00000000e+02,7.70011263e+02,7.93027411e+03,1.50733593e-02,1.50733593e-07,1.00000000e-05,1.19136742e+05,-1.12556181e-08,-1.12549259e-08,0.00000000e+00,6.92155963e-13,
