z(m),N2(T),N(T),H(T),NH3(T),NH2(T),NH(T),RU(T),N2(S),N(S),H(S),NH3(S),NH2(S),NH(S),RU(S)
6.400000e-05,1.499151e-07,3.554222e-01,2.471743e-03,4.235917e-07,8.905906e-07,3.571169e-04,6.417475e-01,2.722643e-08,4.274870e-01,9.953702e-04,2.841368e-06,1.563035e-02,1.595399e-04,5.557248e-01
6.850000e-05,1.595032e-07,3.553395e-01,2.550590e-03,4.236603e-07,9.440672e-07,3.682725e-04,6.417401e-01,2.900769e-08,4.265191e-01,1.036520e-03,2.880194e-06,1.575725e-02,1.637812e-04,5.565204e-01
7.300000e-05,1.689944e-07,3.552578e-01,2.626463e-03,4.237361e-07,9.968940e-07,3.789836e-04,6.417351e-01,3.077524e-08,4.255748e-01,1.076952e-03,2.918599e-06,1.587958e-02,1.678439e-04,5.572979e-01
7.750000e-05,1.783919e-07,3.551770e-01,2.699635e-03,4.238186e-07,1.049090e-06,3.892903e-04,6.417324e-01,3.252946e-08,4.246525e-01,1.116733e-03,2.956607e-06,1.599755e-02,1.717443e-04,5.580585e-01
8.200000e-05,1.876988e-07,3.550969e-01,2.770343e-03,4.239073e-07,1.100673e-06,3.992275e-04,6.417318e-01,3.427073e-08,4.237513e-01,1.155922e-03,2.994239e-06,1.611135e-02,1.754963e-04,5.588029e-01
8.650000e-05,1.969177e-07,3.550175e-01,2.838791e-03,4.240020e-07,1.151659e-06,4.088252e-04,6.417331e-01,3.599938e-08,4.228699e-01,1.194567e-03,3.031513e-06,1.622117e-02,1.791120e-04,5.595322e-01
9.100000e-05,2.060513e-07,3.549388e-01,2.905158e-03,4.241021e-07,1.202065e-06,4.181095e-04,6.417361e-01,3.771575e-08,4.220076e-01,1.232712e-03,3.068443e-06,1.632720e-02,1.826020e-04,5.602468e-01
9.550000e-05,2.151023e-07,3.548606e-01,2.969599e-03,4.242074e-07,1.251906e-06,4.271035e-04,6.417408e-01,3.942015e-08,4.211633e-01,1.270393e-03,3.105043e-06,1.642962e-02,1.859755e-04,5.609476e-01
1.000000e-04,2.240728e-07,3.547830e-01,3.032254e-03,4.243176e-07,1.301195e-06,4.358276e-04,6.417470e-01,4.111284e-08,4.203364e-01,1.307643e-03,3.141324e-06,1.652860e-02,1.892408e-04,5.616349e-01
1.450000e-04,3.098136e-07,3.540300e-01,3.582415e-03,4.256390e-07,1.766568e-06,5.114610e-04,6.418737e-01,5.745388e-08,4.128824e-01,1.661349e-03,3.488411e-06,1.736176e-02,2.172590e-04,5.678737e-01
1.900000e-04,3.894734e-07,3.533073e-01,4.036796e-03,4.272514e-07,2.188923e-06,5.723933e-04,6.420805e-01,7.287134e-08,4.065967e-01,1.990186e-03,3.810769e-06,1.798671e-02,2.394526e-04,5.731831e-01
2.350000e-04,4.642801e-07,3.526060e-01,4.430239e-03,4.290590e-07,2.576054e-06,6.238334e-04,6.423365e-01,8.752594e-08,4.011722e-01,2.301444e-03,4.112327e-06,1.847559e-02,2.579342e-04,5.777886e-01
2.800000e-04,5.350293e-07,3.519219e-01,4.780809e-03,4.310042e-07,2.933243e-06,6.685153e-04,6.426249e-01,1.015211e-07,3.964142e-01,2.598634e-03,4.395666e-06,1.887039e-02,2.738075e-04,5.818385e-01
3.250000e-04,6.023628e-07,3.512524e-01,5.099602e-03,4.330509e-07,3.264781e-06,7.081284e-04,6.429356e-01,1.149470e-07,3.921831e-01,2.884134e-03,4.663085e-06,1.919753e-02,2.877478e-04,5.854427e-01
3.700000e-04,6.668279e-07,3.505950e-01,5.394098e-03,4.351768e-07,3.574281e-06,7.438118e-04,6.432624e-01,1.278860e-07,3.883751e-01,3.159844e-03,4.916697e-06,1.947444e-02,3.002045e-04,5.886854e-01
4.150000e-04,7.286975e-07,3.499497e-01,5.668775e-03,4.373611e-07,3.863877e-06,7.762747e-04,6.436003e-01,1.403730e-07,3.849216e-01,3.426526e-03,5.157639e-06,1.971233e-02,3.114589e-04,5.916228e-01
4.600000e-04,7.883124e-07,3.493149e-01,5.927386e-03,4.395918e-07,4.135911e-06,8.060969e-04,6.439463e-01,1.524616e-07,3.817630e-01,3.685289e-03,5.387369e-06,1.991962e-02,3.217360e-04,5.943048e-01
5.050000e-04,8.459253e-07,3.486899e-01,6.172625e-03,4.418596e-07,4.392201e-06,8.337006e-04,6.442981e-01,1.641913e-07,3.788545e-01,3.936930e-03,5.607021e-06,2.010229e-02,3.311988e-04,5.967693e-01
5.500000e-04,9.017207e-07,3.480744e-01,6.406451e-03,4.441558e-07,4.634167e-06,8.594001e-04,6.446538e-01,1.755903e-07,3.761615e-01,4.181998e-03,5.817468e-06,2.026476e-02,3.399684e-04,5.990458e-01
5.950000e-04,9.558588e-07,3.474679e-01,6.630422e-03,4.464740e-07,4.863054e-06,8.834468e-04,6.450120e-01,1.866840e-07,3.736559e-01,4.420984e-03,6.019491e-06,2.041041e-02,3.481408e-04,6.011584e-01
6.400000e-04,1.008509e-06,3.468697e-01,6.845918e-03,4.488100e-07,5.080073e-06,9.060572e-04,6.453717e-01,1.975010e-07,3.713131e-01,4.654456e-03,6.213890e-06,2.054194e-02,3.557976e-04,6.031283e-01
6.850000e-04,1.059772e-06,3.462799e-01,7.053881e-03,4.511589e-07,5.286098e-06,9.273899e-04,6.457321e-01,2.080573e-07,3.691148e-01,4.882713e-03,6.401199e-06,2.066139e-02,3.629986e-04,6.049715e-01
7.300000e-04,1.109778e-06,3.456977e-01,7.255252e-03,4.535182e-07,5.482061e-06,9.475931e-04,6.460925e-01,2.183752e-07,3.670440e-01,5.106198e-03,6.582043e-06,2.077050e-02,3.697990e-04,6.067027e-01
7.750000e-04,1.158533e-06,3.451239e-01,7.450399e-03,4.558810e-07,5.668390e-06,9.667504e-04,6.464517e-01,2.284531e-07,3.650904e-01,5.324840e-03,6.756596e-06,2.087045e-02,3.762311e-04,6.083311e-01
8.200000e-04,1.206062e-06,3.445590e-01,7.639686e-03,4.582414e-07,5.845549e-06,9.849405e-04,6.468089e-01,2.382926e-07,3.632444e-01,5.538641e-03,6.925081e-06,2.096229e-02,3.823247e-04,6.098651e-01
8.650000e-04,1.252741e-06,3.439992e-01,7.824833e-03,4.606127e-07,6.015268e-06,1.002364e-03,6.471659e-01,2.479698e-07,3.614844e-01,5.749221e-03,7.088958e-06,2.104752e-02,3.881498e-04,6.113233e-01
9.100000e-04,1.298460e-06,3.434463e-01,8.005576e-03,4.629845e-07,6.177425e-06,1.019027e-03,6.475211e-01,2.574596e-07,3.598087e-01,5.956015e-03,7.247945e-06,2.112658e-02,3.937105e-04,6.127075e-01
9.550000e-04,1.343276e-06,3.429002e-01,8.182280e-03,4.653551e-07,6.332499e-06,1.034992e-03,6.478744e-01,2.667719e-07,3.582097e-01,6.159212e-03,7.402340e-06,2.120014e-02,3.990298e-04,6.140242e-01
1.000000e-03,1.387321e-06,3.423597e-01,8.355593e-03,4.677274e-07,6.481206e-06,1.050344e-03,6.482261e-01,2.759329e-07,3.566783e-01,6.359370e-03,7.552701e-06,2.126889e-02,4.041373e-04,6.152815e-01
1.450000e-03,1.787944e-06,3.373046e-01,9.927825e-03,4.910156e-07,7.672918e-06,1.176671e-03,6.515810e-01,3.595433e-07,3.442785e-01,8.197283e-03,8.860182e-06,2.176476e-02,4.459619e-04,6.253043e-01
1.900000e-03,2.136506e-06,3.327778e-01,1.130812e-02,5.132808e-07,8.495524e-06,1.270859e-03,6.546321e-01,4.324986e-07,3.352176e-01,9.816195e-03,9.916287e-06,2.205843e-02,4.770251e-04,6.324204e-01
2.350000e-03,2.448023e-06,3.286974e-01,1.256237e-02,5.342799e-07,9.087128e-06,1.345487e-03,6.573827e-01,4.977309e-07,3.281030e-01,1.127505e-02,1.080283e-05,2.224692e-02,5.016478e-04,6.378621e-01
2.800000e-03,2.731440e-06,3.249942e-01,1.372384e-02,5.539845e-07,9.525967e-06,1.406983e-03,6.598621e-01,5.570535e-07,3.222553e-01,1.261082e-02,1.156684e-05,2.237282e-02,5.219823e-04,6.422269e-01
3.250000e-03,2.992810e-06,3.216088e-01,1.481307e-02,5.724622e-07,9.859689e-06,1.459115e-03,6.621056e-01,6.117202e-07,3.172908e-01,1.384940e-02,1.223845e-05,2.245818e-02,5.392707e-04,6.458495e-01
3.700000e-03,3.236144e-06,3.184953e-01,1.584276e-02,5.897924e-07,1.011832e-05,1.504220e-03,6.641437e-01,6.625719e-07,3.129782e-01,1.500814e-02,1.283733e-05,2.251563e-02,5.542747e-04,6.489303e-01
4.150000e-03,3.464006e-06,3.156208e-01,1.682042e-02,6.060385e-07,1.032151e-05,1.543807e-03,6.660006e-01,7.101520e-07,3.091717e-01,1.609818e-02,1.337654e-05,2.255293e-02,5.674826e-04,6.515957e-01
4.600000e-03,3.678837e-06,3.129511e-01,1.775370e-02,6.213048e-07,1.048323e-05,1.579024e-03,6.677014e-01,7.549775e-07,3.057622e-01,1.713035e-02,1.386688e-05,2.257532e-02,5.792655e-04,6.539382e-01
5.050000e-03,3.882484e-06,3.104592e-01,1.864842e-02,6.356830e-07,1.061322e-05,1.610694e-03,6.692665e-01,7.974411e-07,3.026727e-01,1.811288e-02,1.431632e-05,2.258635e-02,5.898893e-04,6.560230e-01
5.500000e-03,4.076244e-06,3.081246e-01,1.950842e-02,6.492438e-07,1.071839e-05,1.639406e-03,6.707121e-01,8.378191e-07,2.998488e-01,1.905147e-02,1.473067e-05,2.258852e-02,5.995438e-04,6.578961e-01
5.950000e-03,4.261223e-06,3.059293e-01,2.033716e-02,6.620559e-07,1.080388e-05,1.665623e-03,6.720522e-01,8.763473e-07,2.972479e-01,1.995107e-02,1.511466e-05,2.258369e-02,6.083783e-04,6.595930e-01
6.400000e-03,4.438356e-06,3.038579e-01,2.113763e-02,6.741832e-07,1.087357e-05,1.689711e-03,6.732988e-01,9.132247e-07,2.948367e-01,2.081587e-02,1.547216e-05,2.257324e-02,6.165116e-04,6.611413e-01
6.850000e-03,4.608408e-06,3.018974e-01,2.191225e-02,6.856807e-07,1.093042e-05,1.711961e-03,6.744621e-01,9.486135e-07,2.925891e-01,2.164924e-02,1.580629e-05,2.255822e-02,6.240372e-04,6.625627e-01
7.300000e-03,4.772058e-06,3.000366e-01,2.266326e-02,6.966002e-07,1.097670e-05,1.732609e-03,6.755511e-01,9.826586e-07,2.904836e-01,2.245424e-02,1.611969e-05,2.253946e-02,6.310325e-04,6.638746e-01
7.750000e-03,4.929865e-06,2.982658e-01,2.339249e-02,7.069864e-07,1.101424e-05,1.751850e-03,6.765732e-01,1.015478e-06,2.885029e-01,2.323333e-02,1.641454e-05,2.251760e-02,6.375603e-04,6.650912e-01
8.200000e-03,5.082330e-06,2.965767e-01,2.410157e-02,7.168793e-07,1.104444e-05,1.769843e-03,6.775350e-01,1.047178e-06,2.866328e-01,2.398865e-02,1.669268e-05,2.249316e-02,6.436730e-04,6.662240e-01
8.650000e-03,5.230017e-06,2.949602e-01,2.479276e-02,7.263267e-07,1.106849e-05,1.786745e-03,6.784433e-01,1.077878e-06,2.848590e-01,2.472298e-02,1.695601e-05,2.246653e-02,6.494216e-04,6.672840e-01
9.100000e-03,5.372845e-06,2.934150e-01,2.546509e-02,7.353307e-07,1.108724e-05,1.802614e-03,6.793001e-01,1.107562e-06,2.831771e-01,2.543559e-02,1.720507e-05,2.243815e-02,6.548253e-04,6.682760e-01
9.550000e-03,5.511542e-06,2.919311e-01,2.612168e-02,7.439474e-07,1.110154e-05,1.817598e-03,6.801123e-01,1.136382e-06,2.815734e-01,2.613002e-02,1.744177e-05,2.240821e-02,6.599323e-04,6.692098e-01
1.000000e-02,5.646337e-06,2.905043e-01,2.676319e-02,7.521987e-07,1.111198e-05,1.831771e-03,6.808833e-01,1.164387e-06,2.800414e-01,2.680719e-02,1.766702e-05,2.237697e-02,6.647675e-04,6.700908e-01
1.000000e-02,5.646337e-06,2.905043e-01,2.676319e-02,7.521987e-07,1.111198e-05,1.831771e-03,6.808833e-01,1.164387e-06,2.800414e-01,2.680719e-02,1.766702e-05,2.237697e-02,6.647675e-04,6.700908e-01
