z(m),N2,NH3,H2
1.900000e-03,0.000000e+00,0.000000e+00,0.000000e+00
2.350000e-03,0.000000e+00,0.000000e+00,0.000000e+00
2.800000e-03,0.000000e+00,0.000000e+00,0.000000e+00
3.250000e-03,0.000000e+00,0.000000e+00,0.000000e+00
3.700000e-03,0.000000e+00,0.000000e+00,0.000000e+00
4.150000e-03,0.000000e+00,0.000000e+00,0.000000e+00
4.600000e-03,0.000000e+00,0.000000e+00,0.000000e+00
5.050000e-03,0.000000e+00,0.000000e+00,0.000000e+00
5.500000e-03,0.000000e+00,0.000000e+00,0.000000e+00
5.950000e-03,0.000000e+00,0.000000e+00,0.000000e+00
6.400000e-03,0.000000e+00,0.000000e+00,0.000000e+00
6.850000e-03,0.000000e+00,0.000000e+00,0.000000e+00
7.300000e-03,0.000000e+00,0.000000e+00,0.000000e+00
7.750000e-03,0.000000e+00,0.000000e+00,0.000000e+00
8.200000e-03,0.000000e+00,0.000000e+00,0.000000e+00
8.650000e-03,0.000000e+00,0.000000e+00,0.000000e+00
9.100000e-03,0.000000e+00,0.000000e+00,0.000000e+00
9.550000e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-02,0.000000e+00,0.000000e+00,0.000000e+00
