Fwd_Rate        Rev_Rate        Net_Rate        PEI             Reaction_string                 
3.877434e-01    3.877434e-01    -1.862938e-09   5.000000e-01    H2 + 2 RU(T) <=> 2 H(T) + 2 RU(B)
5.197299e-02    5.197299e-02    -6.209801e-10   5.000000e-01    N2 + RU(T) <=> N2(T) + RU(B)
9.277491e-01    9.277491e-01    1.241958e-09    5.000000e-01    NH3 + RU(T) <=> NH3(T) + RU(B)
1.803696e-08    1.679500e-08    1.241960e-09    5.178279e-01    NH3(T) + RU(T) <=> H(T) + NH2(T) + RU(B)
5.819618e-06    5.818376e-06    1.241960e-09    5.000534e-01    NH2(T) + RU(T) <=> H(T) + NH(T) + RU(B)
3.298139e-05    3.298014e-05    1.241960e-09    5.000094e-01    NH(T) + RU(T) <=> H(T) + N(T) + RU(B)
2.963854e-14    6.210095e-10    -6.209799e-10   4.772411e-05    N2(T) + RU(T) <=> 2 N(T) + RU(B)
1.561097e-04    1.561199e-04    -1.020361e-08   4.999837e-01    H2 + 2 RU(S) <=> 2 H(S) + 2 RU(B)
1.042847e-03    1.042850e-03    -3.401204e-09   4.999992e-01    N2 + RU(S) <=> N2(S) + RU(B)
1.861544e-02    1.861543e-02    6.802408e-09    5.000001e-01    NH3 + RU(S) <=> NH3(S) + RU(B)
1.041619e-06    1.034817e-06    6.802408e-09    5.016380e-01    NH3(S) + RU(S) <=> H(S) + NH2(S) + RU(B)
1.017960e-06    1.011157e-06    6.802408e-09    5.016762e-01    NH2(S) + RU(S) <=> H(S) + NH(S) + RU(B)
1.047361e-05    1.046681e-05    6.802408e-09    5.001624e-01    NH(S) + RU(S) <=> H(S) + N(S) + RU(B)
1.446741e-13    3.401349e-09    -3.401204e-09   4.253254e-05    N2(S) + RU(S) <=> 2 N(S) + RU(B)
